gwas,specificity_id,conditional_annotation,annotation,beta,beta_se,pvalue
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCGLU4,1.1416600411270029e-08,9.39654720992518e-09,0.11218719498163783
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBINH4,7.70586945892934e-09,6.357503367390092e-09,0.11273886921589192
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEGLU18,6.1779643610625325e-09,5.204546496283542e-09,0.11760745664541765
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEINH14,2.2632494102071436e-08,1.9155109397904282e-08,0.11869448730660905
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBINH7,8.169942359830283e-09,6.945714197485653e-09,0.11974617091567452
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEGLU15,5.788068247641639e-09,4.995928111622688e-09,0.12331837133500467
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCINH9,7.772474546526496e-09,6.7363179583161905e-09,0.1242877120245338
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBGLU1,7.60016856666663e-09,6.730157577913618e-09,0.1293918658902528
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSPEP5,7.10454821114472e-09,6.295830797689797e-09,0.12956435921714488
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBINH5,5.967437281383941e-09,5.334712717999414e-09,0.13165430626306485
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEINH13,8.483221925202665e-09,7.723482063137317e-09,0.13602201719408386
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCGLU2,1.5931854281914442e-08,1.4698485037420949e-08,0.13920206056404588
BMI_UKBB_Loh2018,mousebrain,DEGLU5,CBINH1,5.8668881788287585e-09,5.572214972421693e-09,0.14619740123961156
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEGLU2,5.161884244321908e-09,4.905975092841461e-09,0.14636244329028908
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSPEP2,5.28591293669214e-09,5.050401701475805e-09,0.14763462733875676
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSPEP1,6.137255912828338e-09,5.889987574527289e-09,0.14871021367759124
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEINH7,7.561716158937231e-09,7.523904365984172e-09,0.15744227243711406
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEGLU12,4.726958587351995e-09,4.785617358770179e-09,0.16163933946385722
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBINH2,7.980149863666954e-09,8.089697837135602e-09,0.16195412549895974
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBCHO1,1.0234066916177058e-08,1.0453119227814258e-08,0.1637790428038623
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEINH9,6.183747089569134e-09,6.33091620294755e-09,0.16434550197381886
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEINH8,8.452703610794013e-09,8.80747711177514e-09,0.16859831521588148
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEINH7,6.367653168134258e-09,6.659193004370457e-09,0.16948056268003106
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TECHO,6.483366309000136e-09,6.889486976034072e-09,0.1733390757770864
BMI_UKBB_Loh2018,mousebrain,DEGLU5,OBINH1,5.819723985636294e-09,6.293859066700206e-09,0.17756956656529715
BMI_UKBB_Loh2018,mousebrain,DEGLU5,OBNBL1,5.299225602435756e-09,5.774194303061324e-09,0.1793767512496251
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEINH16,4.460908634459951e-09,4.902296324340476e-09,0.18142099191912248
BMI_UKBB_Loh2018,mousebrain,DEGLU5,DEGLU4,5.394800078350139e-09,5.933123437186742e-09,0.18160430338376554
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEGLU8,3.835537184318267e-09,4.368080432987157e-09,0.1899493380751392
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SEPNBL,6.238956685501515e-09,7.275986176803535e-09,0.19559195535260704
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEGLU4,5.42355540739984e-09,6.354445917568594e-09,0.19668948163738295
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCGLU6,4.725701106116938e-09,5.60102484491634e-09,0.19941272364520007
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSNP5,4.8743164053566995e-09,5.805729470974167e-09,0.20057475739065528
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBSER3,6.032526659855295e-09,7.188746804337146e-09,0.2006890669158368
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEINH11,6.153020531345635e-09,7.337939887952391e-09,0.20086893243784734
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBINH6,6.089464846192147e-09,7.271785104233955e-09,0.20118110107031228
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEGLU7,3.794447671749893e-09,4.567519972672644e-09,0.20305864593281348
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBSER4,5.028657583235524e-09,6.278544749608837e-09,0.21158688159973493
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSNF1,4.880593926447856e-09,6.109319386358424e-09,0.2121809070816269
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MSN3,3.0670561475037922e-09,3.87917655019769e-09,0.2145752433298891
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCINH7,4.439378340423849e-09,5.719214102521165e-09,0.21880903501898075
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEGLU16,4.008515272739775e-09,5.228641534230247e-09,0.2216461138593327
BMI_UKBB_Loh2018,mousebrain,DEGLU5,NFOL2,2.899370237338639e-09,3.9487990836039964e-09,0.2314009308706806
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEINH8,5.753659701873393e-09,7.88302013591932e-09,0.2327317317771193
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCGLU7,5.9237927844064865e-09,8.281374219704435e-09,0.2372071518390995
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEINH13,4.488601817860514e-09,6.30773998715521e-09,0.2383555640158985
BMI_UKBB_Loh2018,mousebrain,DEGLU5,OBNBL5,3.945735626795378e-09,5.9236623486086075e-09,0.2526744480788269
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HYPEP5,4.1036953556200284e-09,6.196871480563422e-09,0.25391495769456884
BMI_UKBB_Loh2018,mousebrain,DEGLU5,OBNBL4,4.27075100621409e-09,6.5079006669156765e-09,0.2558345478985005
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEINH1,4.309386392677324e-09,6.79472525489703e-09,0.2629669123236565
BMI_UKBB_Loh2018,mousebrain,DEGLU5,CBNBL1,4.070562318475655e-09,6.49966108867736e-09,0.2655679428846697
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEINH10,3.018343872735021e-09,4.825340577319392e-09,0.26581512826711634
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MFOL1,2.2317597454099025e-09,3.5983307566866883e-09,0.2675561995486082
BMI_UKBB_Loh2018,mousebrain,DEGLU5,OBINH3,3.2832686035609496e-09,5.3074673014656475e-09,0.268085647126318
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCINH11,4.029618186337671e-09,6.783558769214573e-09,0.2762469719304719
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBGLU9,3.3512493191059835e-09,5.6427423073703226e-09,0.2762880377782858
BMI_UKBB_Loh2018,mousebrain,DEGLU5,DEINH8,4.5846178519745645e-09,7.853642291841399e-09,0.27969194078224624
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEGLU1,2.5924332279626145e-09,4.546186757558203e-09,0.2842562944398703
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSNP6,2.848976276545792e-09,5.0752154004544604e-09,0.28727920508926275
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MOL2,2.102113818737977e-09,3.7470892614192895e-09,0.2873990648584704
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEGLU9,3.451032345802758e-09,6.166211978979722e-09,0.28785291121608303
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEINH3,4.341835267824627e-09,7.94499662596903e-09,0.2923657016735538
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBADR,2.7427364600049498e-09,5.202640169440653e-09,0.29903372306700704
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCGLU1,4.293668054844171e-09,8.17140295248107e-09,0.29963501549178684
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBINH1,3.386011556220696e-09,6.4918763855200584e-09,0.3009825397626593
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEGLU1,4.179384823429486e-09,8.126739350704732e-09,0.30352961330348505
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCINH5,3.252497577704937e-09,6.7125024802945805e-09,0.3140001989129759
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MBCHO1,3.310189569258067e-09,6.913590738039328e-09,0.3160423969614358
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCGLU9,2.844948521413694e-09,5.942852078441383e-09,0.3160697335122697
BMI_UKBB_Loh2018,mousebrain,DEGLU5,OBDOP1,2.8120075610225023e-09,6.028619027769982e-09,0.3204491946217424
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSPEP4,2.1603274987225405e-09,4.640671315009907e-09,0.32077939013849643
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEINH1,2.7984119410996767e-09,6.0298528752647755e-09,0.32129059218334494
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MOL1,1.92502667118814e-09,4.1920460841134366e-09,0.3230419258248816
BMI_UKBB_Loh2018,mousebrain,DEGLU5,NFOL1,1.6041355641878358e-09,3.705261192567326e-09,0.3325311617490807
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEINH18,1.800298289052586e-09,4.194215465660759e-09,0.33387660918658546
BMI_UKBB_Loh2018,mousebrain,DEGLU5,DEGLU1,2.017583277119379e-09,4.844546314823253e-09,0.3385349398522809
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEINH14,2.070212548108326e-09,5.013544316562074e-09,0.3398311647811733
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEINH6,2.516368230719704e-09,6.102663365077265e-09,0.3400453560947457
BMI_UKBB_Loh2018,mousebrain,DEGLU5,CBINH2,2.748255775608491e-09,7.02581437167365e-09,0.3478374757479983
BMI_UKBB_Loh2018,mousebrain,DEGLU5,DEINH2,2.773005651361813e-09,7.161199423764442e-09,0.34929429444188764
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBGLU7,1.9369326279605368e-09,5.4653327792676045e-09,0.3615182859779695
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCINH1,2.41023063461811e-09,6.9243668306093495e-09,0.3638902131294496
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEGLU22,1.3689940439466256e-09,4.0110473580298555e-09,0.3664366613027564
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MSN6,2.134857587218815e-09,6.3527006795284e-09,0.3684146507376602
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBGLU6,1.8847212450211388e-09,5.891141803267317e-09,0.3745127406583196
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ENT5,1.5877544567387375e-09,5.285895134529507e-09,0.3819452980844006
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCGLU10,1.6921668699966355e-09,5.9240654246243065e-09,0.3875758442846196
BMI_UKBB_Loh2018,mousebrain,DEGLU5,DEINH4,1.5958257334690355e-09,5.601973632966039e-09,0.38787245124967945
BMI_UKBB_Loh2018,mousebrain,DEGLU5,DECHO1,1.5606550926598548e-09,5.55581153388411e-09,0.3893916428756118
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEGLU14,1.7197278196324121e-09,6.5656236980048386e-09,0.39668805710899896
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBSER2,1.5639494233835236e-09,5.993178195103991e-09,0.3970636302145603
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCGLU8,2.1185488022440383e-09,8.700331625356902e-09,0.4038082390067538
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEINH6,1.6365036545442675e-09,7.648938141230101e-09,0.4152923442633941
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MFOL2,8.669626866550407e-10,4.1328100837009275e-09,0.4169214115335928
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEINH2,8.535572321810398e-10,5.086199980979272e-09,0.4333631283076193
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBGLU10,7.803672384257092e-10,5.130209011500067e-09,0.43954923180800093
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEINH19,7.240735237094067e-10,4.774313782437502e-09,0.4397274632709066
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HYPEP7,8.538154574667905e-10,6.721790428105911e-09,0.4494614816478488
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEGLU6,7.793535074401443e-10,6.4202120949450335e-09,0.4516908242374698
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HYPEP2,7.253589288692272e-10,6.404587709276816e-09,0.4549137414387247
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSNF3,6.001952680780125e-10,6.306977949754218e-09,0.4620924067804243
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SZNBL,4.300735281305614e-10,4.683743122599954e-09,0.4634194890314179
BMI_UKBB_Loh2018,mousebrain,DEGLU5,CBNBL2,4.83638546778584e-10,5.446165635498839e-09,0.4646190397379876
BMI_UKBB_Loh2018,mousebrain,DEGLU5,OBINH2,3.791857044451135e-10,4.396376750948405e-09,0.4656340041107842
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEGLU5,4.916823010333778e-10,6.596464753558912e-09,0.470291453685708
BMI_UKBB_Loh2018,mousebrain,DEGLU5,DGNBL2,3.347222550479216e-10,4.582117959382535e-09,0.4708832916966523
BMI_UKBB_Loh2018,mousebrain,DEGLU5,DECHO2,3.7196960315665396e-10,5.271901565498456e-09,0.4718751637007921
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEINH10,3.1035977391262087e-10,5.69991463784468e-09,0.4782883622378865
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEINH20,1.8853927463455169e-10,6.625330193348661e-09,0.4886486959500504
BMI_UKBB_Loh2018,mousebrain,DEGLU5,DEGLU5,694832.5353853357,490910355.6842434,0.4994353388955842
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSPEP8,-5.1557467524261746e-11,5.8887318509778635e-09,0.5034928048025928
BMI_UKBB_Loh2018,mousebrain,DEGLU5,DEGLU3,-2.678393359148144e-10,5.04974925033214e-09,0.5211500315693693
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEINH21,-7.532130628873073e-10,6.014866087690259e-09,0.5498273829424971
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HYPEP4,-1.0902915070005923e-09,6.7779996956708935e-09,0.5638971481584218
BMI_UKBB_Loh2018,mousebrain,DEGLU5,TEGLU14,-1.3069661092284505e-09,5.453163004487414e-09,0.5947074174857395
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ENT3,-1.087674717324317e-09,4.015496291322752e-09,0.6067542257405505
BMI_UKBB_Loh2018,mousebrain,DEGLU5,DEINH1,-1.5754191774441329e-09,5.492485126985557e-09,0.6128794284724935
BMI_UKBB_Loh2018,mousebrain,DEGLU5,COP2,-1.1744237870151908e-09,3.9350295173599755e-09,0.6173215134390178
BMI_UKBB_Loh2018,mousebrain,DEGLU5,OBNBL3,-2.1328986979451754e-09,6.546227995121112e-09,0.6277201138127956
BMI_UKBB_Loh2018,mousebrain,DEGLU5,OPC,-1.2570264787012015e-09,3.7513676393805954e-09,0.631219461179346
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSNF2,-2.014478390116481e-09,5.6833038639344385e-09,0.6385012312058111
BMI_UKBB_Loh2018,mousebrain,DEGLU5,OBDOP2,-2.401617632092581e-09,6.043106605076919e-09,0.6544690536629038
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SYNOR2,-2.430284013401083e-09,6.070137745179589e-09,0.6555569580911265
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ACNT2,-1.4988658904637322e-09,3.680831304047421e-09,0.6580725800222463
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBGLU8,-2.6398190009996327e-09,6.457538170549278e-09,0.6586554955804264
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ENT6,-1.7936895091932945e-09,4.280486683739988e-09,0.6624060696609022
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SYCHO2,-3.5327373951888487e-09,7.821025967254146e-09,0.6742565180670338
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBSER1,-2.748211233281175e-09,6.010228431729859e-09,0.6762563679090501
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCINH6,-2.2760304058656665e-09,4.8745798945084926e-09,0.6797208229162224
BMI_UKBB_Loh2018,mousebrain,DEGLU5,DGNBL1,-2.490140322226559e-09,5.250338058002468e-09,0.6823505523890123
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MBDOP2,-2.611010426338613e-09,5.17925683852901e-09,0.6929144220552907
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HYPEP3,-3.739755051115683e-09,7.402018928830351e-09,0.6933029159352629
BMI_UKBB_Loh2018,mousebrain,DEGLU5,RGSZ,-2.270668220918373e-09,4.471554089098507e-09,0.6942042189038927
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSPEP6,-2.810962110792238e-09,5.309360221091312e-09,0.7017482021704952
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HBGLU4,-3.883298489672346e-09,7.133600478738964e-09,0.7069056118142105
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSNP1,-2.724986014947389e-09,4.814655378121602e-09,0.7142954197296628
BMI_UKBB_Loh2018,mousebrain,DEGLU5,CR,-3.372223573622215e-09,5.771298746843936e-09,0.7204938843270283
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ENT4,-2.7706056449322747e-09,4.70265822800822e-09,0.7221221366056993
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MOL3,-2.453641343980252e-09,3.6603082632548654e-09,0.7486786189524329
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ACOB,-2.3559880936723922e-09,3.5016766936353424e-09,0.7494681835695641
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSNP2,-3.48318422992044e-09,5.049884661709232e-09,0.7548259285191403
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCGLU5,-4.086426986243943e-09,5.322066639318962e-09,0.7787050435637384
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSNP4,-4.5799739704507555e-09,5.921019419156975e-09,0.7803900052652966
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSPEP7,-4.066267438198378e-09,5.2037249314139645e-09,0.7827207019030811
BMI_UKBB_Loh2018,mousebrain,DEGLU5,DEGLU2,-4.8656507031729844e-09,6.004104201961163e-09,0.7911412361855528
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ENT7,-4.2995066665036995e-09,5.041211961972361e-09,0.8031347522530974
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ACTE1,-3.5016288291175463e-09,3.646793706728567e-09,0.8315211650893457
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MGL1,-5.589151155511111e-09,5.4265145928765236e-09,0.8484881252597858
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HYPEP6,-6.189562740866496e-09,6.0011455550773565e-09,0.8488226259305209
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ACNT1,-3.91965939296293e-09,3.6449769521442397e-09,0.858893022960165
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ENT2,-4.712679969147706e-09,4.220720968950916e-09,0.8679083313896572
BMI_UKBB_Loh2018,mousebrain,DEGLU5,EPEN,-4.362710053797277e-09,3.826753553747505e-09,0.8728683349137745
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HYPEP8,-7.681477466242808e-09,6.626691186096011e-09,0.8768070385463381
BMI_UKBB_Loh2018,mousebrain,DEGLU5,VSMCA,-4.869700397770223e-09,4.018218841783158e-09,0.8872256685209168
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MEINH5,-6.794458745705992e-09,5.552892018287348e-09,0.8894463835695217
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ACTE2,-4.839332352803705e-09,3.580392589576084e-09,0.9117516403291216
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MGL2,-7.291925573235886e-09,5.3441863931514214e-09,0.9137884943458332
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SYNOR5,-8.119457063553334e-09,5.715377063546612e-09,0.9222883568479804
BMI_UKBB_Loh2018,mousebrain,DEGLU5,COP1,-5.5464455360030455e-09,3.887899251007126e-09,0.9231512182221688
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ACMB,-5.285969825550786e-09,3.5808002678404263e-09,0.9300546130506644
BMI_UKBB_Loh2018,mousebrain,DEGLU5,RGDG,-7.186818240063294e-09,4.368631575396629e-09,0.9500249901910284
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PSNP3,-7.50836263169221e-09,4.500253927286996e-09,0.9523848890239892
BMI_UKBB_Loh2018,mousebrain,DEGLU5,CBPC,-8.687376237822846e-09,5.158763586215519e-09,0.9539095095099468
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SYNOR1,-8.871444347382702e-09,5.202543623851337e-09,0.9559226347735956
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ENTG4,-6.230567816732967e-09,3.612723602365621e-09,0.9577018228962628
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ACBG,-7.469898585677878e-09,4.191855821599502e-09,0.9626256080473368
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SYCHO1,-9.967129055397969e-09,5.566891339795381e-09,0.9633075914750222
BMI_UKBB_Loh2018,mousebrain,DEGLU5,DETPH,-1.0960030173637408e-08,6.009468035024153e-09,0.9659083695620616
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ENTG1,-7.1409735279273735e-09,3.853899169198459e-09,0.9680532112164952
BMI_UKBB_Loh2018,mousebrain,DEGLU5,EPSC,-6.943547583681022e-09,3.7024439825497e-09,0.9696308479697718
BMI_UKBB_Loh2018,mousebrain,DEGLU5,MGL3,-1.0030047425622743e-08,5.174679630447238e-09,0.9737062820134912
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PVM2,-1.1462353178728237e-08,5.5683438943460015e-09,0.9802282070088804
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PVM1,-1.068929426021533e-08,5.175808653901375e-09,0.9805499169819584
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ENTG2,-8.409269220905548e-09,3.8926160381329656e-09,0.9846257782525564
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ENTG3,-8.421769255456577e-09,3.843334585099371e-09,0.9857837335427758
BMI_UKBB_Loh2018,mousebrain,DEGLU5,OEC,-8.687737628549322e-09,3.937851821838224e-09,0.9863154352440529
BMI_UKBB_Loh2018,mousebrain,DEGLU5,HYPEN,-8.50259681082914e-09,3.7529318793624455e-09,0.9882616846939101
BMI_UKBB_Loh2018,mousebrain,DEGLU5,VECA,-8.536588423098036e-09,3.4926541215730482e-09,0.9927404086455884
BMI_UKBB_Loh2018,mousebrain,DEGLU5,VECV,-1.0790025919075602e-08,4.320811578890437e-09,0.9937414723992009
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ENTG6,-9.506987366483399e-09,3.742724450130711e-09,0.9944593547457554
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SCHW,-1.3432866502910128e-08,5.248702641402034e-09,0.9947554435000844
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ENTG5,-9.838992239517108e-09,3.7131111693391702e-09,0.9959729971225896
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SYNOR3,-1.162496971360832e-08,4.3398509895573195e-09,0.9963040900942716
BMI_UKBB_Loh2018,mousebrain,DEGLU5,EPMB,-1.0542407927950733e-08,3.904558234571618e-09,0.996533294932971
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ABC,-1.1036060468898527e-08,3.9585052278616826e-09,0.9973477514615467
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SYNOR4,-1.371427230216718e-08,4.863166454895924e-09,0.9975990373935468
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SATG2,-1.242843966404816e-08,4.213402630030903e-09,0.9984097895652128
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ENTG7,-1.077691916198714e-08,3.508386250794424e-09,0.9989359948523588
BMI_UKBB_Loh2018,mousebrain,DEGLU5,VECC,-1.2345330048523565e-08,3.981948455927653e-09,0.9990334544456492
BMI_UKBB_Loh2018,mousebrain,DEGLU5,VLMC1,-1.3422467244019809e-08,4.298552631112304e-09,0.9991035571505266
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PER2,-1.332095557810134e-08,3.741999025775224e-09,0.9998144667235388
BMI_UKBB_Loh2018,mousebrain,DEGLU5,CHOR,-1.1730658479137077e-08,3.2741968991800994e-09,0.9998300078898292
BMI_UKBB_Loh2018,mousebrain,DEGLU5,SATG1,-1.7417750462648354e-08,4.8247543878020486e-09,0.9998469488491748
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PER1,-1.457783120722466e-08,3.447244110357423e-09,0.9999882548435464
BMI_UKBB_Loh2018,mousebrain,DEGLU5,VLMC2,-1.6054891106892685e-08,3.785867751793085e-09,0.9999888609309658
BMI_UKBB_Loh2018,mousebrain,DEGLU5,PER3,-1.959109737206651e-08,4.0938690541699785e-09,0.9999991470718648
BMI_UKBB_Loh2018,mousebrain,DEGLU5,ENMFB,-2.1194898414467054e-08,3.807909731164126e-09,0.999999986968768
BMI_UKBB_Loh2018,mousebrain,MEINH2,DEGLU5,2.733894198880467e-08,8.307924328178385e-09,0.0004996803121945073
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU19,1.4658451281361607e-08,4.719850723453318e-09,0.0009491385897740929
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU11,1.7795927374234733e-08,5.747807554666134e-09,0.0009803403361560378
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU4,1.539711428474398e-08,5.296839033517347e-09,0.0018254435847259664
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU21,1.857538899584217e-08,6.3951145791489635e-09,0.0018384857387644805
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU10,1.5032954260791354e-08,5.2323921045849945e-09,0.002032611811849029
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU17,1.3951201231738505e-08,4.911669946319401e-09,0.002252714805952201
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBNOR,2.424995669869287e-08,8.642919630104533e-09,0.0025099046078720533
BMI_UKBB_Loh2018,mousebrain,MEINH2,TEGLU23,1.1394253076010443e-08,4.1805723762197664e-09,0.0032099690917577863
BMI_UKBB_Loh2018,mousebrain,MEINH2,HBINH3,1.7961763000060533e-08,6.656691801353154e-09,0.0034847119978019376
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU2,2.040612694801772e-08,7.714175026971418e-09,0.00408120783185492
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU3,1.7877385536416058e-08,6.950744336336408e-09,0.005055495206764074
BMI_UKBB_Loh2018,mousebrain,MEINH2,DGGRC2,1.000757254511479e-08,3.996501391822852e-09,0.006138455635558788
BMI_UKBB_Loh2018,mousebrain,MEINH2,MEGLU8,1.6306482774583164e-08,6.556580049246581e-09,0.0064405293846031
