Model	Annotation	Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
no_baseline.no_all_genes	Brain_Nucleus_accumbens_(basal_ganglia)	L2_0	0.2259516983190685	1.0	0.0	4.425724645751017	0.0	5.642001011223295e-27	2.77522396666212e-08	2.2142180977527323e-09	12.53365226071798
no_baseline.no_all_genes	Brain_Hypothalamus	L2_0	0.2325036121331439	1.0	0.0	4.301008448106805	0.0	1.65980581965385e-26	2.680744638772247e-08	2.165246124079658e-09	12.38078483992993
no_baseline.no_all_genes	Brain_Substantia_nigra	L2_0	0.2296353779525089	1.0	0.0	4.3547296976462	0.0	2.627330794095338e-26	2.5036961499923533e-08	2.032938090021783e-09	12.31565369492155
no_baseline.no_all_genes	Breast_Mammary_Tissue	L2_0	0.1879322460615461	1.0	9.967988610119933e-16	5.321066612871264	5.304033139079021e-15	1.0433870619654973e-12	2.082571925679916e-08	2.7358690945548794e-09	7.612103699788848
no_baseline.no_all_genes	Cervix_Ectocervix	L2_0	0.17030144641335687	1.0	1.1650435023256616e-15	5.8719407325102395	6.84106639645244e-15	7.580152908711664e-13	2.0620725402152613e-08	2.6901523264072433e-09	7.665263115301742
no_baseline.no_all_genes	Cells_EBV-transformed_lymphocytes	L2_0	0.1639595588710182	1.0	1.0367223603380943e-15	6.099064957759909	6.323037018864212e-15	1.383992164580384e-12	2.3715146780414373e-08	3.1348744752166073e-09	7.564943020174915
no_baseline.no_all_genes	Cervix_Endocervix	L2_0	0.1697624572671187	1.0	8.4620459960061805e-16	5.8905839141248695	4.984639202465877e-15	6.706322494676296e-09	2.488820617268505e-08	4.107893700161042e-09	6.058629553074696
no_baseline.no_all_genes	Cells_Transformed_fibroblasts	L2_0	0.17993782752649276	1.0	7.261614181979238e-16	5.557475122082193	4.035624016250885e-15	6.333631329375442e-11	2.4818217558939483e-08	3.5916087874997026e-09	6.910055918483449
no_baseline.no_all_genes	Esophagus_Gastroesophageal_Junction	L2_0	0.178522834234081	1.0	7.803137979853804e-16	5.601524333233415	4.370946726972891e-15	1.7667065889414432e-17	2.454874359536848e-08	2.6247183734450765e-09	9.352905760760537
no_baseline.no_all_genes	Colon_Sigmoid	L2_0	0.17834686174282552	1.0	8.827670319321965e-16	5.607051283257176	4.9497200192125514e-15	1.2736130181428477e-15	2.3649667166022018e-08	2.7203887051139068e-09	8.693488221578162
no_baseline.no_all_genes	Esophagus_Mucosa	L2_0	0.1602169980703417	1.0	1.1567114729136845e-15	6.241534993440332	7.219655135504672e-15	5.3029585778566156e-12	2.124833248991937e-08	2.8954494404046112e-09	7.338526514540043
no_baseline.no_all_genes	Esophagus_Muscularis	L2_0	0.18017754601076738	1.0	6.358487255761925e-16	5.550081140189578	3.5290120198340045e-15	8.47232616872006e-20	2.555479338582419e-08	2.516988878819595e-09	10.152922645335147
no_baseline.no_all_genes	Colon_Transverse	L2_0	0.15940658519593254	1.0	1.0920473481891161e-15	6.273266557782811	6.850704108910182e-15	9.682481020510504e-14	2.425638905092709e-08	3.030810071472947e-09	8.003269251094542
no_baseline.no_all_genes	Kidney_Cortex	L2_0	0.1667157343060301	1.0	1.0643998160479172e-15	5.998234084878635	6.384519256557166e-15	1.559557985518992e-11	2.1381750662439824e-08	2.9888101473600425e-09	7.153934043393792
no_baseline.no_all_genes	Liver	L2_0	0.16074541880194773	1.0	1.2500989271577094e-15	6.221017105514444	7.776886809433366e-15	2.4405397621295137e-11	2.2125788622847848e-08	3.126646097589535e-09	7.076524791182975
no_baseline.no_all_genes	Heart_Left_Ventricle	L2_0	0.18812063224617898	1.0	7.219508884127842e-16	5.315738035003928	3.8377017969407135e-15	4.452987377453305e-17	2.3620207022462773e-08	2.564071984756609e-09	9.211990600453008
no_baseline.no_all_genes	Heart_Atrial_Appendage	L2_0	0.1964800804675735	1.0	9.311675974105285e-16	5.089574462817044	4.739246824383328e-15	2.4587149272848356e-14	1.994004154557944e-08	2.4244458781372195e-09	8.224576892143297
no_baseline.no_all_genes	Fallopian_Tube	L2_0	0.16252980334864411	1.0	9.008101332494316e-16	6.152717713285429	5.542430463150785e-15	3.893574716174156e-09	2.6029949907760815e-08	4.224527250589385e-09	6.161624334209052
no_baseline.no_all_genes	Muscle_Skeletal	L2_0	0.17159532231903227	1.0	7.803137979853804e-16	5.827664685059345	4.547407163783933e-15	5.221417511838216e-16	2.3906697845385603e-08	2.7066548476983255e-09	8.832562402892
no_baseline.no_all_genes	Nerve_Tibial	L2_0	0.18915130430173058	1.0	8.545648283128296e-16	5.286772955077375	4.517890222684608e-15	2.919100883996813e-19	2.396649054812677e-08	2.4039820216246656e-09	9.969496582145682
no_baseline.no_all_genes	Minor_Salivary_Gland	L2_0	0.17156495909604155	1.0	9.737855911736826e-16	5.8286960534884225	5.675900232217934e-15	1.1721718320393903e-12	1.9756363937273268e-08	2.602023402060226e-09	7.592692641284704
no_baseline.no_all_genes	Lung	L2_0	0.17971320677740688	1.0	0.0	5.5644213240187845	0.0	1.1101784849232612e-10	1.7391845773981072e-08	2.5534927602112015e-09	6.811002578500586
no_baseline.no_all_genes	Ovary	L2_0	0.16491172270358834	1.0	9.341693750301947e-16	6.063850304913714	5.6646632496179e-15	8.043423823167339e-13	2.4317979819209023e-08	3.1765752051802317e-09	7.655408182860659
no_baseline.no_all_genes	Pituitary	L2_0	0.16201782237313248	1.0	6.65486334920777e-16	6.172160478104479	4.107488455116621e-15	8.620206846657145e-12	2.8844167595819635e-08	3.975376247559028e-09	7.255707585799109
no_baseline.no_all_genes	Pancreas	L2_0	0.16479765092660673	1.0	1.1027948281156805e-15	6.068047659522488	6.69181157568086e-15	2.4959503723615393e-12	2.251202689085633e-08	3.0152737277529435e-09	7.465997757899363
no_baseline.no_all_genes	Prostate	L2_0	0.14774442352569359	1.0	1.1390297581780093e-15	6.768444968253536	7.709460235430989e-15	9.817684694186789e-14	2.4212371965157338e-08	3.0261624197907674e-09	8.001015347626785
no_baseline.no_all_genes	Skin_Sun_Exposed_(Lower_leg)	L2_0	0.1589313420427135	1.0	1.0944812692336303e-15	6.29202514209718	6.886503663572435e-15	4.909161946779768e-13	2.2530776549202412e-08	2.911992523766548e-09	7.7372370860553366
no_baseline.no_all_genes	Skin_Not_Sun_Exposed_(Suprapubic)	L2_0	0.15714125390716804	1.0	1.1252042433293723e-15	6.3637012887192235	7.160463693347465e-15	1.4163453210372954e-12	2.2377331640978364e-08	2.9595422450716838e-09	7.561078635806518
no_baseline.no_all_genes	Stomach	L2_0	0.16211595765185932	1.0	1.100585295066475e-15	6.168424222293276	6.7888769927878365e-15	7.925842877357217e-13	2.3735618444466105e-08	3.099512562775278e-09	7.657855215535384
no_baseline.no_all_genes	Testis	L2_0	0.17516627219639672	1.0	7.761432653770764e-16	5.708861571700278	4.430894461845162e-15	1.7853887453836672e-11	2.398840326482918e-08	3.3641459123789834e-09	7.130607259500699
no_baseline.no_all_genes	Small_Intestine_Terminal_Ileum	L2_0	0.1614934277042434	1.0	1.117257073851213e-15	6.192202458117272	6.918281999050393e-15	3.848507583897349e-10	2.1921373158639214e-08	3.3272122228530478e-09	6.588510648064967
no_baseline.no_all_genes	Thyroid	L2_0	0.1671262249505507	1.0	9.44802419561731e-16	5.983501394205965	5.6532265946967875e-15	3.7091911093967806e-15	2.3574774223608497e-08	2.765207901636175e-09	8.525497923559126
no_baseline.no_all_genes	Spleen	L2_0	0.1480232283688457	1.0	0.0	6.755696460748649	0.0	1.0291270455164067e-10	2.2391351206421957e-08	3.2810574824362034e-09	6.824431247024741
no_baseline.no_all_genes	Vagina	L2_0	0.1716451448451551	1.0	1.1858065317840824e-15	5.82597311972979	6.908476979374072e-15	4.125796716083361e-15	1.9887706237561472e-08	2.3373403780966166e-09	8.508690657094956
no_baseline.no_all_genes	Uterus	L2_0	0.16833538578655594	1.0	8.538687301006968e-16	5.940521627864798	5.072425658520638e-15	1.8694544597045147e-14	2.4676556117899718e-08	2.984413522966986e-09	8.26847751760864
