Model	Annotation	Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
no_baseline.all_genes	Muscle_Skeletal	L2_0	0.17159532231903227	0.20992395559120938	0.01735379117986699	1.2233664225468572	0.1011320760108052	0.02831739463040353	9.16123337050576e-10	2.3022353808997262e-09	0.3979277465072012
no_baseline.all_genes	Minor_Salivary_Gland	L2_0	0.17156495909604155	0.16672907514913715	0.015269349946398034	0.9718131023235503	0.08900039977190388	0.7505714306477557	-4.792776216928927e-09	1.998164124382487e-09	-2.3985898647890536
no_baseline.all_genes	Ovary	L2_0	0.16491172270358834	0.20385253829523745	0.017913190913489592	1.2361312764990102	0.10862290818274144	0.03299490539748852	1.1952070470087875e-09	2.4558061835064012e-09	0.48668622753537916
no_baseline.all_genes	Skin_Not_Sun_Exposed_(Suprapubic)	L2_0	0.15714125390716804	0.17662939374928877	0.015022982240353578	1.1240167006280442	0.09560177144334407	0.20121147484839022	-1.3227592313581375e-09	2.11570096698097e-09	-0.6252108648632269
no_baseline.all_genes	Prostate	L2_0	0.14774442352569359	0.18327751413670945	0.016259260077689363	1.2405037683526272	0.11004990706036215	0.030100469108605317	1.2590173023975694e-09	2.4158099489606597e-09	0.5211574291840421
no_baseline.all_genes	Pancreas	L2_0	0.16479765092660673	0.1941737005563096	0.01660725692204006	1.178255269201535	0.10077362649687382	0.08225951644592615	-1.1500029153314217e-10	2.277944089897e-09	-0.05048424675705805
no_baseline.all_genes	Skin_Sun_Exposed_(Lower_leg)	L2_0	0.1589313420427135	0.1811901645891622	0.01628234347072603	1.1400530710957348	0.10244891449007004	0.1769729724552206	-9.64987865970193e-10	2.2709868702385016e-09	-0.42492005507229064
no_baseline.all_genes	Pituitary	L2_0	0.16201782237313248	0.22194851670579666	0.01751521580781415	1.36990186298543	0.10810672277446132	0.001134077042247114	4.220299148474442e-09	2.475654563400964e-09	1.704720525579606
no_baseline.all_genes	Small_Intestine_Terminal_Ileum	L2_0	0.1614934277042434	0.17264416640824107	0.019952953805112115	1.0690476316127178	0.12355272959871562	0.5773819990454492	-2.5409162980676213e-09	2.718964711393759e-09	-0.9345160999773076
no_baseline.all_genes	Stomach	L2_0	0.16211595765185932	0.1880580602081106	0.017803542875480294	1.1600218937851967	0.10981980511574953	0.1499536201750173	-5.205689057485962e-10	2.4415439839117795e-09	-0.21321299521074116
no_baseline.all_genes	Testis	L2_0	0.17516627219639672	0.21322045462921307	0.02160940576068388	1.2172460597331771	0.1233651061344468	0.08443863283958168	7.833760265383052e-10	2.834364374522056e-09	0.27638508075391743
no_baseline.all_genes	Spleen	L2_0	0.1480232283688457	0.16707376148540612	0.017985890392157425	1.128699619150922	0.12150721606571105	0.2918152406884641	-1.1915610188779313e-09	2.6377366367398893e-09	-0.4517361598126192
no_baseline.all_genes	Thyroid	L2_0	0.1671262249505507	0.1991411415783296	0.016455107960305436	1.1915612982777026	0.09845916142229726	0.05397877080834702	1.8761852171852934e-10	2.2323288454617455e-09	0.08404609477674041
no_baseline.all_genes	Uterus	L2_0	0.16833538578655594	0.2162249382852547	0.01662655247995464	1.2844889223672866	0.09877039460399964	0.0049177599275023924	2.2961676722036564e-09	2.2398129944876536e-09	1.0251604387753335
no_baseline.all_genes	Vagina	L2_0	0.1716451448451551	0.17035494292559109	0.014553108011516625	0.9924833182975962	0.08478601608362012	0.9292247148628033	-4.355487589238003e-09	1.9345913975632273e-09	-2.251373388057079
