Model	Annotation	Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
baseline.no_all_genes	Brain_Hippocampus	L2_0	0.23564863812557257	0.29679779277723034	0.011639717113190624	1.259492926155052	0.04939437463240524	1.613309406176462e-07	4.963581268592166e-09	1.7274581951306681e-09	2.8733437848646237
baseline.no_all_genes	Brain_Cortex	L2_0	0.22672352809243973	0.29008949131834455	0.011035047908503496	1.2794856085693465	0.04867182511382006	9.625352756104174e-09	5.5553173796265045e-09	1.7288026337914653e-09	3.213390164407054
baseline.no_all_genes	Brain_Putamen_(basal_ganglia)	L2_0	0.22555596990451018	0.3002482370190012	0.010312490410716128	1.3311473739582784	0.04572031684677622	2.035305256629335e-11	7.311864737072975e-09	1.882586013668164e-09	3.8839472321511725
baseline.no_all_genes	Brain_Substantia_nigra	L2_0	0.2296353779525089	0.282610709801849	0.010631633294686254	1.2306932508469839	0.04629788924285435	5.103529874450573e-07	3.793295029081361e-09	1.5985180886200052e-09	2.3730072597152145
baseline.no_all_genes	Brain_Spinal_cord_(cervical_c-1)	L2_0	0.22386200401633308	0.263848577796763	0.010233400775173367	1.1786215305099854	0.04571298653444884	8.355764018131676e-05	1.7422543884792532e-09	1.574114193843783e-09	1.1068157540876329
baseline.no_all_genes	Brain_Hypothalamus	L2_0	0.2325036121331439	0.2984944654829817	0.010839278789528768	1.2838272177554295	0.046619829645148145	1.597362312755059e-08	6.3977190724005905e-09	1.9855545015535393e-09	3.22213218896529
baseline.no_all_genes	Brain_Nucleus_accumbens_(basal_ganglia)	L2_0	0.2259516983190685	0.3003064848743703	0.010304558232620836	1.3290738113873555	0.04560513733368657	7.590499800619966e-11	7.56159769685524e-09	1.9508964876251734e-09	3.875960485253615
baseline.no_all_genes	Cervix_Ectocervix	L2_0	0.17030144641335687	0.16878848932467133	0.009238257402781069	0.9911160056444073	0.05424649994080441	0.8697877173067244	-6.1262335900463626e-09	1.8354422042971041e-09	-3.3377425754424386
baseline.no_all_genes	Cervix_Endocervix	L2_0	0.1697624572671187	0.18709555736542072	0.012469627949118657	1.102102080620974	0.07345338981220026	0.16545126569816285	-1.8732307263131955e-09	2.697036062910985e-09	-0.69455160502799
baseline.no_all_genes	Cells_Transformed_fibroblasts	L2_0	0.17993782752649276	0.17930907106141555	0.010039173379786015	0.9965057015874851	0.05579245630443059	0.9500331808328293	-5.573023017130134e-09	2.0253970113152136e-09	-2.7515706728090956
baseline.no_all_genes	Cells_EBV-transformed_lymphocytes	L2_0	0.1639595588710182	0.16609926810060105	0.008636500207954288	1.0130502255819442	0.052674575776020166	0.8041603926412365	-3.81221078045827e-09	1.8626706470621902e-09	-2.046637061936258
baseline.no_all_genes	Breast_Mammary_Tissue	L2_0	0.1879322460615461	0.19274039114076086	0.011024133635202606	1.0255844602508508	0.058660149422107705	0.661652058659788	-3.757071853201495e-09	2.14439430502704e-09	-1.7520433832499474
baseline.no_all_genes	Colon_Sigmoid	L2_0	0.17834686174282552	0.19924123061594518	0.00938970651916447	1.1171557978028743	0.05264856598768941	0.025858766633875933	-3.2652069562548205e-09	1.7085593276769677e-09	-1.911087840709833
baseline.no_all_genes	Esophagus_Muscularis	L2_0	0.18017754601076738	0.22074485253283346	0.010532339699601581	1.2251518428364085	0.0584553399288287	0.00012116816706455059	4.552381868512814e-10	1.9471767087257414e-09	0.23379397710092545
baseline.no_all_genes	Esophagus_Mucosa	L2_0	0.1602169980703417	0.1657103901333432	0.008186086745753749	1.0342871987939113	0.05109374688296012	0.5024828421713017	-3.554317102149665e-09	1.7906193612556606e-09	-1.9849651908472734
baseline.no_all_genes	Colon_Transverse	L2_0	0.15940658519593254	0.1719645441566099	0.009932350558771058	1.0787794239820263	0.06230828260051389	0.20588774823603753	-2.9407085870048617e-09	1.9075204446810055e-09	-1.5416393544849456
baseline.no_all_genes	Esophagus_Gastroesophageal_Junction	L2_0	0.178522834234081	0.2147970904178706	0.01106730708027833	1.20319112868344	0.06199378991354552	0.0010597313383412207	-2.1098910446657654e-10	2.0300821595950225e-09	-0.10393131306009132
baseline.no_all_genes	Heart_Left_Ventricle	L2_0	0.18812063224617898	0.21510149292449166	0.010341831607140292	1.1434231873248486	0.05497446762568145	0.00835056182430922	-1.0260314154720648e-09	1.8226763778701375e-09	-0.5629257217186405
baseline.no_all_genes	Liver	L2_0	0.16074541880194773	0.1721772658785391	0.009818911279513292	1.0711177162111	0.06108361502738091	0.24410872367344877	-1.2051437811197942e-09	2.049181090108227e-09	-0.5881099464255475
baseline.no_all_genes	Heart_Atrial_Appendage	L2_0	0.1964800804675735	0.19880976771196282	0.00917090715398829	1.0118571167053945	0.046676014851804934	0.7988139341420011	-5.342733914766091e-09	1.542129822095126e-09	-3.4645163060963915
baseline.no_all_genes	Fallopian_Tube	L2_0	0.16252980334864411	0.18192806923788024	0.01090515851131569	1.1193520541437236	0.0670963619387574	0.0780555295500305	-9.686302612926621e-10	2.51052070840719e-09	-0.38582842915771587
baseline.no_all_genes	Kidney_Cortex	L2_0	0.1667157343060301	0.17835505668605287	0.010968083315404494	1.0698153802247432	0.06578913118824789	0.29027733389893656	-2.8967088686042164e-09	2.1758882839421933e-09	-1.3312764676300692
baseline.no_all_genes	Lung	L2_0	0.17971320677740688	0.17075756284079846	0.008451867366599534	0.9501670239088166	0.04702975100248494	0.29380655530005007	-6.760769450504667e-09	1.5661518684553795e-09	-4.316803233885926
baseline.no_all_genes	Muscle_Skeletal	L2_0	0.17159532231903227	0.19015175315065241	0.008573032406036539	1.108140656638179	0.04996075819652849	0.029013437126345343	-3.0278889509952567e-09	1.4679124502784212e-09	-2.062717671221436
baseline.no_all_genes	Nerve_Tibial	L2_0	0.18915130430173058	0.21458615146144602	0.01149477458688139	1.1344682620805102	0.06077026341063524	0.02796521305192475	-3.088427388846118e-10	2.230460444239526e-09	-0.1384659116830523
baseline.no_all_genes	Minor_Salivary_Gland	L2_0	0.17156495909604155	0.1695696944659272	0.00810417047094066	0.9883702089247874	0.04723674644076924	0.8056162898749342	-5.011097230233616e-09	1.632844144425979e-09	-3.068937869753179
baseline.no_all_genes	Ovary	L2_0	0.16491172270358834	0.18321421357820417	0.011171483006970772	1.1109835648707196	0.0677422006381581	0.10441521419737052	-1.2303235182241046e-09	2.4443297092114273e-09	-0.5033377917830173
baseline.no_all_genes	Pancreas	L2_0	0.16479765092660673	0.17175841639732237	0.009922641297801084	1.042238256623061	0.06021106030340305	0.4830735236936725	1.0419946178889808e-09	2.040986843863877e-09	0.5105347058074797
baseline.no_all_genes	Pituitary	L2_0	0.16201782237313248	0.19644019174016045	0.009922592968554874	1.2124603877698843	0.0612438361608318	0.0007211253266392857	3.029730033272155e-09	2.235390902619328e-09	1.355346856660308
baseline.no_all_genes	Skin_Not_Sun_Exposed_(Suprapubic)	L2_0	0.15714125390716804	0.1661523200907552	0.00746475529573539	1.0573437334852278	0.04750347289544495	0.22809128310107576	-3.5391080746998116e-09	1.5921638944213974e-09	-2.222828998383955
baseline.no_all_genes	Prostate	L2_0	0.14774442352569359	0.16911140972652952	0.009085347404214652	1.1446212702377907	0.06149367392289198	0.018278064683760854	-9.021894244935842e-10	2.011572593576944e-09	-0.4484995606792029
baseline.no_all_genes	Skin_Sun_Exposed_(Lower_leg)	L2_0	0.1589313420427135	0.17255679183488187	0.00814550343948818	1.0857316726647062	0.05125171243629869	0.09359549909825786	-2.4330747669849388e-09	1.721607232324822e-09	-1.4132577520015213
baseline.no_all_genes	Testis	L2_0	0.17516627219639672	0.1897569131932333	0.019165767695582446	1.083295949693315	0.1094147146894452	0.44732856385896724	3.5446075919258585e-09	3.7142994865547525e-09	0.9543138900772123
baseline.no_all_genes	Spleen	L2_0	0.1480232283688457	0.1667891873370409	0.01084181633771879	1.1267771225839907	0.07324402026081371	0.08419578503284977	4.333830134552975e-10	2.528173300458773e-09	0.1714214027086885
baseline.no_all_genes	Stomach	L2_0	0.16211595765185932	0.17699574948187458	0.009375932223711868	1.0917848683469478	0.05783472743532435	0.11428040489958846	-2.606832062207908e-09	1.8463674486228817e-09	-1.4118706783702348
baseline.no_all_genes	Thyroid	L2_0	0.1671262249505507	0.18041789106229067	0.009702678118845872	1.0795307027109162	0.05805598805164599	0.17128804981990842	-2.937502250024468e-09	1.9234556798894073e-09	-1.5272003824872977
baseline.no_all_genes	Small_Intestine_Terminal_Ileum	L2_0	0.1614934277042434	0.1689268900193373	0.011290449845191201	1.0460295036198466	0.06991275128464274	0.5100201494472437	-2.394264013600573e-09	2.33438236284538e-09	-1.02565203186431
baseline.no_all_genes	Vagina	L2_0	0.1716451448451551	0.16696559628220253	0.008175219045392987	0.9727370758597681	0.04762860640636258	0.5676889004225334	-6.0454941778389125e-09	1.7243499624457518e-09	-3.505955466988972
baseline.no_all_genes	Uterus	L2_0	0.16833538578655594	0.19610063320969706	0.01095916172019208	1.1649400528201872	0.06510313722206904	0.01290569519632293	-1.0548030668574808e-09	2.464708390035599e-09	-0.42796262272724517
