Bucket,Class,ClusterName,ClusterScore,Clusters,Comment,Description,Developmental_compartment,LeafOrder,Location_based_on,MarkerGenes,MarkerRobustness,MarkerSelectivity,MarkerSpecificity,NCells,Neurotransmitter,OriginalClusters,Outliers,Probable_location,Region,Sex_1F,Sex_1M,Sex_1M 1F,Sex_1M 2F,Sex_2M,Sex_2M 1F,Sex_2M 2F,Sex_?,Sex_F,Sex_M,"Sex_M, F",Sex_nan,TaxonomyRank1,TaxonomyRank2,TaxonomyRank3,TaxonomyRank4,TaxonomySymbol,Tissue_Amygd,Tissue_CA1,Tissue_CB,Tissue_Ctx1,Tissue_Ctx1.5,Tissue_Ctx2,Tissue_Ctx3,Tissue_DRG,Tissue_DentGyr,Tissue_ENS,Tissue_HC,Tissue_Hypoth,Tissue_MBd,Tissue_MBv,Tissue_Medulla,Tissue_OB,Tissue_Pons,Tissue_SC,Tissue_SScortex,Tissue_StriatDor,Tissue_StriatVent,Tissue_Sympath,Tissue_Thal,_Total
/Users/sten/build_20171205/L4_PeripheralGlia.loom,PeripheralGlia,ENTG4,2.9999999999563443,10,"have some neuronal markers like Camk2b,Nrn1,Klk8. Foxd3 positive",Enteric glia,Neural crest,246,"Nr2f2, Scml4",Tax1bp3 4930589L23Rik Col20a1 Postn Sumo2 Rps12-ps3,[ 1.  1.  1.  1.  1.  1.],[5 1 1 1 1 1],[ 0.  1.  1.  1.  1.],4044,,7,0.0,Enteric nervous system,Enteric nervous system,0,0,4044,0,0,0,0,0,0,0,0,0,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,Gent,0,0,0,0,0,0,0,0,0,4044,0,0,0,0,0,0,0,0,0,0,0,0,0,3030.938427299703
/Users/sten/build_20171205/L4_PeripheralGlia.loom,PeripheralGlia,ENTG2,2.000000004449248,11,nan,Enteric glia,Neural crest,244,"Coro6,Scn4b",Hspa1a Casp4 Gm12216 Atf3 Socs3 Cxcl1,[ 1.  1.  1.  1.  1.  1.],[4 1 1 1 1 1],[ 0.   0.8  0.8  0.8  0.8],2160,,5,0.0,Enteric nervous system,Enteric nervous system,0,0,2160,0,0,0,0,0,0,0,0,0,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,Gent,0,0,0,0,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,2845.651388888889
/Users/sten/build_20171205/L4_PeripheralGlia.loom,PeripheralGlia,ENTG3,1.0021315134407929,12,Foxd3 positive,Enteric glia,Neural crest,245,Dcn,Hspa1a Parp14 Pdlim1 Mmp2 Matn2 Actg1,[ 1.  1.  1.  1.  1.  1.],[8 1 1 1 1 1],[ 0.   0.9  0.9  0.9  0.9],1135,,6,0.0,Enteric nervous system,Enteric nervous system,0,0,1135,0,0,0,0,0,0,0,0,0,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,Gent,0,0,0,0,0,0,0,0,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,3399.2458149779736
/Users/sten/build_20171205/L4_PeripheralGlia.loom,PeripheralGlia,ENTG6,5.002340305841838,13,nan,Enteric glia,Neural crest,248,"Tac1, Ly6g6e",Ifi27l2a Lbp H2-Q7 Scn7a Sostdc1 Sfrp1,[ 1.  1.  1.  1.  1.  1.],[12  1  1  1  1  1],[ 0.   0.8  0.8  0.8  0.8],811,,4,0.0,Enteric nervous system,Enteric nervous system,0,0,811,0,0,0,0,0,0,0,0,0,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,Gent,0,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,3547.696670776819
/Users/sten/build_20171205/L4_PeripheralGlia.loom,PeripheralGlia,ENTG5,1.000004001004035,14,Foxd3 positive,Enteric glia,Neural crest,247,"Baiap3,Calb2",Fam198b 4930589L23Rik Olfml2a Scn7a Col18a1 Sfrp1,[ 1.  1.  1.  1.  1.  1.],[11  2  1  1  1  1],[ 0.   0.   0.1  0.1  0.1],1132,,3,0.0,Enteric nervous system,Enteric nervous system,0,0,1132,0,0,0,0,0,0,0,0,0,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,Gent,0,0,0,0,0,0,0,0,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,3371.703180212014
/Users/sten/build_20171205/L4_PeripheralGlia.loom,PeripheralGlia,ENTG7,2.9947826864521425,15,Foxd3 positive,Enteric glia,Neural crest,249,"Tox3,Cartpt",Col12a1 Cpxm2 Ctgf Col9a2 Tbx3os1 Col11a1,[ 1.  1.  1.  1.  1.  1.],[8 1 1 1 1 1],[ 0.  1.  1.  1.  1.],1041,,2,0.0,Enteric nervous system,Enteric nervous system,0,0,1041,0,0,0,0,0,0,0,0,0,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,Gent,0,0,0,0,0,0,0,0,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,3179.4860710854946
/Users/sten/build_20171205/L4_Vascular.loom,Vascular,ENMFB,3.225909371590217,16,"lack Vtn,Igf2,Gjb2 (neural crest origin is uncertain)",Enteric mesothelial fibroblasts,Neural crest,250,"Cacng5, Reln",Dpt Spon2 Lum Thbs2 Tcf21 Ms4a4d,[ 1.  1.  1.  1.  1.  1.],[21  1  1  1  1  1],[ 0.   0.1  0.8  1.   1. ],49,,14,0.0,Enteric nervous system,Enteric nervous system,0,0,49,0,0,0,0,0,0,0,0,0,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,Gent,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,5583.040816326531
/Users/sten/build_20171205/L4_Oligos.loom,Oligos,MOL3,0.0015191646865750918,17,nan,"Mature oligodendrocytes, spinal cord enriched (high Klk6)",CNS,223,"Apold1,Cyp1b1",Klk6 Nkx2-9 Cdkn1c Rab37 2700046A07Rik Trf,[ 1.  1.  1.  1.  1.  1.],[4 1 1 1 1 1],[ 0.   0.1  0.1  0.1  0.1],1849,,0,0.0,Spinal cord-enriched,CNS,113,207,1054,1,8,0,0,6,140,208,112,0,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,Goli,6,0,19,11,0,2,9,0,0,0,11,16,86,310,72,61,66,934,6,64,36,0,140,5845.607355327204
/Users/sten/build_20171205/L4_Oligos.loom,Oligos,MOL2,2.208043948837002e-05,18,Possible batch effect,"Mature oligodendrocytes, hindbrain",CNS,222,Apold1,Hapln2 Dock5 Anln Ugt8a Gjb1 Prr5l,[ 1.  1.  1.  1.  1.  1.],[4 1 1 1 1 1],[ 0.  1.  1.  1.  1.],10011,,9,0.0,Pons/medulla (possible batch effect),CNS,776,984,6762,22,2,2,0,43,694,606,120,0,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,Goli,49,22,23,111,0,70,120,0,3,0,89,188,1309,1543,2012,127,2056,825,43,158,149,0,1114,3847.1069823194484
/Users/sten/build_20171205/L4_Oligos.loom,Oligos,MFOL1,1.0000000000400178,19,Possible batch effect,Myelin forming oligodendrocytes (MFOL),CNS,220,Vip,Ccp110 Snx33 Hhip Tmem88b Arap2 Ano4,[ 1.  1.  1.  1.  1.  1.],[3 1 1 1 1 1],[ 0.  1.  1.  1.  1.],3684,,5,0.0,Pons/medulla (possible batch effect),CNS,3,13,3663,0,0,0,0,0,2,3,0,0,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,Goli,0,0,0,1,0,0,1,0,0,0,0,0,9,14,1854,0,1800,2,0,0,0,0,3,3829.358577633008
/Users/sten/build_20171205/L4_Oligos.loom,Oligos,MOL1,1.6007106751203537e-10,20,nan,Mature oligodendrocytes,CNS,221,"Gal,Th",Opalin Ninj2 Efhd1 Mal Ppp1r14a Mog,[ 1.  1.  1.  1.  1.  1.],[3 1 1 1 1 1],[ 0.  1.  1.  1.  1.],8715,,3,0.0,CNS,CNS,1023,1344,3991,108,5,6,1,150,1079,910,98,0,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,Goli,77,84,27,218,2,101,167,0,20,0,173,266,1997,1549,102,113,69,1811,150,259,251,0,1279,3598.434079173838
/Users/sten/build_20171205/L4_Oligos.loom,Oligos,MFOL2,1.000000000871296,21,nan,Myelin forming oligodendrocytes (MFOL),CNS,219,"Pvalb,Meis2",2210011C24Rik Wfdc18 Tmem141 Birc2 Fam214a Ctps,[ 1.  1.  1.  1.  1.  1.],[3 2 1 1 1 1],[ 0.  0.  1.  1.  1.],2415,,4,0.0,CNS,CNS,649,466,637,28,1,1,0,9,289,309,26,0,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,Goli,24,24,3,34,0,44,70,0,4,0,75,290,469,419,35,29,21,161,9,57,67,0,580,4637.290269151139
/Users/sten/build_20171205/L4_Oligos.loom,Oligos,NFOL1,0.007011938104328208,22,nan,Newly formed oligodendrocytes (NFOL),CNS,218,"Pvalb,Sst,Meis2",Cnksr3 H2-Ab1 Rras2 Il23a Tmem163 Kif19a,[ 1.  1.  1.  1.  1.  1.],[9 1 1 1 1 1],[ 0.   0.1  0.1  0.1  0.1],1612,,10,0.0,CNS,CNS,540,392,298,8,1,5,0,6,180,165,17,0,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,Goli,21,9,8,31,1,25,28,0,4,0,49,254,303,280,17,13,22,80,6,24,53,0,384,4321.448511166253
/Users/sten/build_20171205/L4_Oligos.loom,Oligos,NFOL2,0.013745267450086307,23,Possible batch effect,"Newly formed oligodendrocytes (NFOL), pons/medulla specific",CNS,217,"Pthlh,Pvalb,C1ql1",Tmem2 Gm26834 Rras2 Itpr2 Sema4d Nckap5,[ 1.  1.  1.  1.  1.  1.],[8 1 1 1 1 1],[ 0.   0.2  0.2  0.2  0.2],181,,11,0.0,Pons/medulla (possible batch effect),CNS,1,1,179,0,0,0,0,0,0,0,0,0,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,Goli,0,0,0,0,0,0,0,0,0,0,0,0,2,0,78,0,100,0,0,0,0,0,1,3804.8453038674033
/Users/sten/build_20171205/L4_Oligos.loom,Oligos,COP2,0.09372318377695277,24,Possible batch effect,"Committed oligodendrocytes cells (COP), pons/medulla specific",CNS,216,"Pvalb,Satb1,Tac1",Tnr Rinl Gpr17 Enpp6 Pdcd4 Vcan,[ 1.  1.  1.  1.  1.  1.],[6 1 1 1 1 1],[ 0.   0.1  0.1  0.1  0.1],254,,12,0.0,Pons/medulla (possible batch effect),CNS,0,1,253,0,0,0,0,0,0,0,0,0,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,Goli,0,0,0,0,0,0,0,0,0,0,0,0,1,0,116,0,137,0,0,0,0,0,0,2469.9763779527557
/Users/sten/build_20171205/L4_Oligos.loom,Oligos,COP1,0.0,25,nan,Committed oligodendrocytes cells (COP),CNS,215,"Sst,Npy,Calb1",Neu4 Brca1 Bmp4 Pak4 Lims2 Pycr1,[ 1.  1.  1.  1.  1.  1.],[6 1 1 1 1 1],[ 0.  1.  1.  1.  1.],1532,,13,0.0,CNS,CNS,359,281,323,22,0,0,0,34,175,313,25,0,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,Goli,19,19,14,44,0,21,44,0,16,0,117,138,204,184,21,69,15,197,34,42,53,0,281,2741.6514360313317
/Users/sten/build_20171205/L4_Brain_CholinergicMonoaminergic.loom,Neurons,HBSER2,3.699607071251274,26,nan,"Serotonergic neurons, hindbrain",Rhombencephalon,79,"Tac1,Penk",Tph2 Slc17a8 Maob Fev Slc22a3 Hs6st2,[ 1.  1.  1.  1.  1.  1.],[17  1  1  1  1  1],[ 0.   0.3  0.4  0.4  0.4],109,"Serotonin, Glutamate (VGLUT3)",4,0.0,"Nucleus raphe Pons (B5, B6)",Pons,0,0,109,0,0,0,0,0,0,0,0,0,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,Chmn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,108,0,0,0,0,0,0,9997.477064220184
/Users/sten/build_20171205/L4_Brain_CholinergicMonoaminergic.loom,Neurons,HBSER1,0.1984470333756605,27,nan,"Serotonergic neurons, hindbrain",Rhombencephalon,78,"Ntng1,Nefm",Slc6a4 Wfdc12 Slc18a2 Fev C130021I20Rik Cryba2,[ 1.  1.  1.  1.  1.  1.],[14  1  1  1  1  1],[ 0.   0.1  0.1  0.1  0.1],105,"Serotonin, Glutamate (VGLUT3)",3,0.0,"Ventral midbrain/isthmic dorsal raphe (B7), caudal linear nucleus (B8), medial lemniscus (B9), isthmic periaqueductal grey (B4?)",Pons,0,76,15,0,0,0,0,0,14,0,0,0,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,Chmn,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,6,0,0,0,0,0,0,8242.857142857143
/Users/sten/build_20171205/L4_Brain_CholinergicMonoaminergic.loom,Neurons,HBSER3,1.4033950683032081,28,nan,"Serotonergic neurons, hindbrain",Rhombencephalon,80,"Sst,Tac1",Gchfr Il1r1 Slc18a2 Fev Slc22a3 Cryba2,[ 1.  1.  1.  1.  1.  1.],[10  1  1  1  1  1],[ 0.   0.9  0.9  0.9  0.9],87,Serotonin,2,0.0,"Ventral midbrain, rostral pons",Pons,0,48,25,0,2,0,0,0,8,0,4,0,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,Chmn,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,25,0,0,0,0,0,0,7458.35632183908
/Users/sten/build_20171205/L4_Brain_CholinergicMonoaminergic.loom,Neurons,HBSER4,8.44109479889347,29,nan,"Serotonergic neurons, hindbrain",Rhombencephalon,82,"Nos1,Npy,Vip",Trh Pgr15l Slc18a2 Gabre Nkx6-1 Calcr,[ 1.  1.  1.  1.  1.  1.],[21  1  1  1  1  1],[ 0.   0.6  0.6  0.6  0.6],72,"Serotonin, Glutamate (VGLUT3)",0,0.0,"Nucleus raphe medulla (pallidus, oscurus, magnus, B1-3)",Medulla,0,0,70,0,0,0,0,0,0,0,2,0,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,Chmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,8,0,0,0,0,0,0,7915.138888888889
/Users/sten/build_20171205/L4_Brain_CholinergicMonoaminergic.loom,Neurons,HBSER5,9.735374999640056,30,nan,"Serotonergic neurons, hindbrain",Rhombencephalon,81,"Nkain4,Col9a2",Tph2 5031425F14Rik Slc18a2 Fev Slc22a3 Calcr,[ 1.  1.  1.  1.  1.  1.],[14  1  1  1  1  1],[ 0.   0.1  0.1  0.1  0.1],64,Serotonin,1,0.0,"Nucleus raphe pons (pallidus, oscurus, magnus, B1-3)",Pons,0,1,62,0,0,0,0,0,0,0,1,0,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,Chmn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,37,0,0,0,0,0,0,10451.6875
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU15,3.2991760382276856,31,nan,"Excitatory neurons, cerebral cortex",Telencephalon,16,"Pdgfra,Dcn,Lum",Scube1 Tekt5 Fam19a2 Hrk Plcxd2 Gpr26,[ 1.  1.  1.  1.  1.  1.],[8 1 1 1 1 1],[ 0.  1.  1.  1.  1.],186,"Glutamate (VGLUT1,VGLUT2)",2,0.0,Piriform pyramidal,Cortex,0,0,0,6,0,0,0,0,70,110,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,0,0,0,4,0,74,80,0,0,0,0,0,0,0,0,5,0,0,0,0,23,0,0,6410.091397849463
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU16,4.422844688718268,32,nan,"Excitatory neurons, cerebral cortex",Telencephalon,15,"Slc47a1,Lypd2",RP23-231J2.1 Dbpht2 Cdkl4 Nwd2 D630023F18Rik Trps1,[ 1.  1.  1.  1.  1.  1.],[10  1  1  1  1  1],[ 0.   0.4  0.8  0.8  1. ],61,"Glutamate (VGLUT1), Nitric oxide",3,0.0,Piriform pyramidal,Cortex,0,0,0,0,0,0,0,0,18,43,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,3,0,0,1,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6466.163934426229
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU5,1.281638430469283,33,nan,"Excitatory neurons, cerebral cortex",Telencephalon,14,"Pdgfra,Dcn,Lum",Rxfp1 Fermt1 Cbln4 Cemip Ovol2 Igfbp5,[ 1.  1.  1.  1.  1.  1.],[5 1 1 1 1 1],[ 0.   0.9  1.   1.   1. ],126,"Glutamate (VGLUT1,VGLUT2)",4,0.0,Entorhinal superficial layers,Cortex,1,0,0,0,0,0,0,0,23,102,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,1,0,0,0,0,0,124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5671.007936507936
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU4,3.0031802667659826,34,nan,"Excitatory neurons, cerebral cortex",Telencephalon,22,,Fezf2 RP24-134N2.1 Kcng1 Kcnf1 Galnt9 Nos1ap,[ 1.  1.  1.  1.  1.  1.],[11  1  1  1  1  1],[ 0.   0.7  1.   1.   1. ],664,Glutamate (VGLUT1),12,0.0,"Cortex pyramidal layer 5, Cingulate/Retrosplenial area (superficial and deep)",Cortex,6,0,0,16,0,10,0,6,355,271,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,1,15,0,213,3,99,256,0,0,0,57,0,0,0,0,13,0,0,6,0,1,0,0,5686.561746987952
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU22,3.8195168426083703,35,nan,"Excitatory neurons, amygdala",Telencephalon,20,,Lypd1 Prss23 Kcng1 C1ql3 Myh7 Enc1,[ 1.  1.  1.  1.  1.  1.],[12  1  1  1  1  1],[ 0.  1.  1.  1.  1.],958,Glutamate (VGLUT1),11,0.0,Basolateral amygdala,Amygdala,557,142,0,0,0,0,0,0,151,108,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,937,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4246.140918580376
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU23,1.0603981636982747,36,nan,"Excitatory neurons, hippocampus CA3",Telencephalon,24,,Lpl Gm26644 Nr4a3 Nptx1 Rnf182 Slc26a4,[ 1.  1.  1.  1.  1.  1.],[7 1 1 1 1 1],[ 0.   0.9  1.   1.   1. ],484,"Glutamate (VGLUT1), Nitric oxide",5,0.0,CA3,Hippocampus,83,0,117,1,0,3,0,0,57,223,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,117,4,0,0,0,0,2,0,117,0,243,0,0,0,0,1,0,0,0,0,0,0,0,6833.49173553719
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU24,4.985388551634106,37,nan,"Excitatory neurons, hippocampus CA1",Telencephalon,23,,Spink8 Lefty1 Neurod6 4921539H07Rik Wipf3 Rprml,[ 1.  1.  1.  1.  1.  1.],[13  1  1  1  1  1],[ 0.  1.  1.  1.  1.],2037,"Glutamate (VGLUT1), Nitric oxide",6,0.0,CA1,Hippocampus,0,0,6,208,0,68,28,0,545,1182,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,1,304,0,0,0,1,2,0,6,0,1721,0,0,0,0,2,0,0,0,0,0,0,0,4706.260677466863
