gwas,specificity_id,annotation,tau,se,pvalue
EA3_Lee2018,chen2017,Glu8_clust,7.38867954550292e-09,3.63050138347748e-09,0.0209169954670235
EA3_Lee2018,chen2017,GABA10_clust,7.15379805162518e-09,3.64452647922612e-09,0.0248295825993765
EA3_Lee2018,chen2017,Glu2_clust,6.45455668112717e-09,3.30467437474337e-09,0.0254003396690761
EA3_Lee2018,chen2017,GABA2_clust,9.37994435511205e-09,4.86473363392022e-09,0.0269181308660644
EA3_Lee2018,chen2017,GABA14_clust,5.88949210097523e-09,3.27770210678481e-09,0.0361808549095671
EA3_Lee2018,chen2017,Glu3_clust,6.83246831384283e-09,4.09219371687319e-09,0.0474958379205028
EA3_Lee2018,chen2017,Glu12_clust,6.27760981627571e-09,3.84824723707259e-09,0.0514145004920525
EA3_Lee2018,chen2017,GABA13_clust,5.76752956537639e-09,3.94405117114373e-09,0.0718245251143386
EA3_Lee2018,chen2017,Glu9_clust,7.00858973567302e-09,5.0598606291558e-09,0.0830056053338657
EA3_Lee2018,chen2017,Glu14_clust,5.55076155744694e-09,4.01123069189065e-09,0.0832090678836892
EA3_Lee2018,chen2017,Glu13_clust,5.79966940060447e-09,4.49247561068788e-09,0.0983563392763049
EA3_Lee2018,chen2017,GABA16_clust,4.60209030666576e-09,3.57359822585305e-09,0.0989072840648266
EA3_Lee2018,chen2017,GABA18_clust,4.82345504118581e-09,3.91719215136363e-09,0.109095016882242
EA3_Lee2018,chen2017,GABA15_clust,3.29393667277542e-09,2.85173841859379e-09,0.124032376024236
EA3_Lee2018,chen2017,GABA4_clust,4.51964314428194e-09,4.05016699002147e-09,0.132229204852158
EA3_Lee2018,chen2017,Glu5_clust,2.18017183902597e-09,2.13586255353285e-09,0.153687543573353
EA3_Lee2018,chen2017,Glu15_clust,3.00367152195538e-09,3.02222291635128e-09,0.160145108099358
EA3_Lee2018,chen2017,POPC_clust,1.4732151699781e-09,2.55988552935591e-09,0.282476456951253
EA3_Lee2018,chen2017,GABA9_clust,1.57702307896755e-09,3.363770266545e-09,0.319596994193618
EA3_Lee2018,chen2017,GABA7_clust,7.10314280821267e-10,3.10670112191805e-09,0.409574599370324
EA3_Lee2018,chen2017,GABA11_clust,6.05861410049878e-10,2.92564156973761e-09,0.417971080820444
EA3_Lee2018,chen2017,Ependy_clust,-1.16727550590598e-09,1.83246773610101e-09,0.737936433261171
EA3_Lee2018,chen2017,Glu10_clust,-3.70266312777367e-09,3.71105349766027e-09,0.840797052816541
EA3_Lee2018,chen2017,Hista_clust,-3.42319449179159e-09,3.41621509232585e-09,0.841838592376069
EA3_Lee2018,chen2017,MO_clust,-2.56923110342014e-09,2.29268578136096e-09,0.868775321130052
EA3_Lee2018,chen2017,IMO_clust,-3.09282265639898e-09,2.0597934371676e-09,0.933389542437626
EA3_Lee2018,chen2017,OPC_clust,-2.69832698906975e-09,1.7576239900286e-09,0.937634227318931
EA3_Lee2018,chen2017,Micro_clust,-5.51193464321849e-09,2.5795538203581e-09,0.983691986297596
EA3_Lee2018,chen2017,Astro_clust,-6.15264501183305e-09,2.20357804464326e-09,0.997381769153637
EA3_Lee2018,chen2017,Tany_clust,-5.80425715589065e-09,1.74010035589773e-09,0.999574403329972
EA3_Lee2018,chen2017,Macro_clust,-8.66196724977304e-09,1.87642347297691e-09,0.999998045954821
EA3_Lee2018,chen2017,Epith1_clust,-9.54920842282963e-09,1.67769062401344e-09,0.999999993717476
EA3_Lee2018,chen2017,Epith2_clust,-1.05814707935103e-08,1.78225322977182e-09,0.999999998549735
SCZ_Pardinas2018,chen2017,Glu4_clust,4.39071576964168e-08,1.14761569205376e-08,6.51353994524589e-05
SCZ_Pardinas2018,chen2017,GABA3_clust,4.80619330969194e-08,1.48516467550203e-08,0.000605800449413388
SCZ_Pardinas2018,chen2017,GABA5_clust,4.51808627193172e-08,1.51153514487538e-08,0.00139913426775236
SCZ_Pardinas2018,chen2017,GABA6_clust,5.31294338337321e-08,1.80861315951376e-08,0.00165393133825868
SCZ_Pardinas2018,chen2017,GABA14_clust,5.58996853535905e-08,2.13138773910838e-08,0.00436193514165474
SCZ_Pardinas2018,chen2017,GABA17_clust,3.94236925063982e-08,1.60524709275754e-08,0.00702609015905261
SCZ_Pardinas2018,chen2017,GABA1_clust,4.64737788896917e-08,2.03983505669989e-08,0.0113540384473075
SCZ_Pardinas2018,chen2017,GABA10_clust,3.42393589474866e-08,1.6310251911837e-08,0.0178972651121403
SCZ_Pardinas2018,chen2017,GABA4_clust,4.38328454753578e-08,2.09427306037135e-08,0.018175194658469
SCZ_Pardinas2018,chen2017,Glu6_clust,2.89143648573404e-08,1.42924414635893e-08,0.021533847968826
SCZ_Pardinas2018,chen2017,Glu7_clust,2.19977770485025e-08,1.18349943416896e-08,0.0315343989548673
SCZ_Pardinas2018,chen2017,GABA12_clust,2.89950773488627e-08,1.59272640100453e-08,0.0343438687577385
SCZ_Pardinas2018,chen2017,Glu5_clust,1.99046204846431e-08,1.10793696622531e-08,0.0362036952667789
SCZ_Pardinas2018,chen2017,GABA13_clust,2.27289004469892e-08,1.45514146975752e-08,0.0591473077390609
SCZ_Pardinas2018,chen2017,GABA8_clust,2.98499373036739e-08,2.19784133863882e-08,0.0872083697869998
SCZ_Pardinas2018,chen2017,Glu14_clust,2.13384303207548e-08,1.91872619893408e-08,0.13304448341067
SCZ_Pardinas2018,chen2017,Glu2_clust,1.64645543356305e-08,1.48281813780374e-08,0.133422909920126
SCZ_Pardinas2018,chen2017,POPC_clust,1.13634252538774e-08,1.43860074723013e-08,0.21479475123123
SCZ_Pardinas2018,chen2017,GABA18_clust,1.50059873517205e-08,1.97333098674715e-08,0.22349597414492
SCZ_Pardinas2018,chen2017,GABA9_clust,1.10549445653702e-08,1.67745897238357e-08,0.254938506731809
SCZ_Pardinas2018,chen2017,IMO_clust,7.04561327548135e-09,1.09412409630203e-08,0.259803894389026
SCZ_Pardinas2018,chen2017,MO_clust,6.41655536019182e-09,1.01201218771304e-08,0.26302757544284
SCZ_Pardinas2018,chen2017,OPC_clust,4.37374628405737e-09,9.87984593326115e-09,0.328993623148287
SCZ_Pardinas2018,chen2017,GABA16_clust,5.81979929615587e-09,1.3929017011325e-08,0.338039956450445
SCZ_Pardinas2018,chen2017,GABA15_clust,4.67484557480356e-09,1.20265295345754e-08,0.348744933590899
SCZ_Pardinas2018,chen2017,GABA7_clust,4.80164092673111e-09,1.3104638583304e-08,0.35703042480324
SCZ_Pardinas2018,chen2017,GABA2_clust,4.50580188051752e-09,1.66187934082113e-08,0.393146717821258
SCZ_Pardinas2018,chen2017,Glu12_clust,4.12565779109686e-09,1.71812777690575e-08,0.405116598742101
SCZ_Pardinas2018,chen2017,Glu10_clust,5.77932927275761e-09,2.5415003939365e-08,0.41005701212563
SCZ_Pardinas2018,chen2017,Glu9_clust,3.86285079311043e-09,1.78836359181102e-08,0.414494191206295
SCZ_Pardinas2018,chen2017,Glu3_clust,-1.98192403249597e-09,1.63711718035212e-08,0.548178969355587
SCZ_Pardinas2018,chen2017,Glu11_clust,-2.71079995810432e-09,1.58938983317715e-08,0.56771355689817
SCZ_Pardinas2018,chen2017,Glu8_clust,-3.94998224124496e-09,1.30519622486974e-08,0.618916028878239
SCZ_Pardinas2018,chen2017,Glu13_clust,-5.08319689759569e-09,1.63751226974918e-08,0.621879933402547
SCZ_Pardinas2018,chen2017,Glu1_clust,-9.54165140748893e-09,2.08645108760914e-08,0.676277634093816
SCZ_Pardinas2018,chen2017,Astro_clust,-7.20182587863055e-09,1.39247011793008e-08,0.697490982826916
SCZ_Pardinas2018,chen2017,Hista_clust,-8.56643791279717e-09,1.36545219766977e-08,0.734791647034476
SCZ_Pardinas2018,chen2017,Glu15_clust,-1.14546841079221e-08,1.52502278670714e-08,0.773708457021536
SCZ_Pardinas2018,chen2017,Ependy_clust,-8.30263936232485e-09,7.95990054979241e-09,0.851539325562049
SCZ_Pardinas2018,chen2017,GABA11_clust,-1.27629552858081e-08,1.20573366032072e-08,0.855091222294222
SCZ_Pardinas2018,chen2017,Tany_clust,-2.11733629453686e-08,7.53168759046205e-09,0.997532433246108
SCZ_Pardinas2018,chen2017,Macro_clust,-3.70361454544243e-08,1.26165090632685e-08,0.998335109899125
SCZ_Pardinas2018,chen2017,Micro_clust,-3.21582478381792e-08,1.08457517311326e-08,0.998486854740484
SCZ_Pardinas2018,chen2017,Epith1_clust,-3.55936393372712e-08,9.89121847885403e-09,0.999839976650035
SCZ_Pardinas2018,chen2017,Epith2_clust,-4.33341254236769e-08,8.78725505502836e-09,0.999999591944169
WORRY_Nagel2018,chen2017,Glu7_clust,1.18328856115133e-08,2.62457036174164e-09,3.26431905021649e-06
WORRY_Nagel2018,chen2017,Glu4_clust,9.67223466455003e-09,2.60825747259759e-09,0.000104322396434438
WORRY_Nagel2018,chen2017,Glu5_clust,9.63467455477095e-09,2.76252840395477e-09,0.000243661761432365
WORRY_Nagel2018,chen2017,Glu6_clust,9.62626268054739e-09,3.40984244456291e-09,0.00237822489918469
WORRY_Nagel2018,chen2017,GABA3_clust,6.65449157554388e-09,2.57064783726945e-09,0.00481773540015931
WORRY_Nagel2018,chen2017,Glu3_clust,8.41952810390526e-09,3.35689561774149e-09,0.00606861303503153
WORRY_Nagel2018,chen2017,Glu9_clust,1.18210775100747e-08,4.79655650528219e-09,0.00686037184286801
WORRY_Nagel2018,chen2017,Glu10_clust,1.19791260793559e-08,5.12923685129768e-09,0.00975970879426244
WORRY_Nagel2018,chen2017,GABA5_clust,6.32438675528845e-09,2.86134214063227e-09,0.0135426321728271
WORRY_Nagel2018,chen2017,Glu1_clust,1.0691678004254e-08,5.09503776244435e-09,0.0179327407260045
WORRY_Nagel2018,chen2017,GABA1_clust,7.14636451665796e-09,3.41082736473741e-09,0.0180766213804912
WORRY_Nagel2018,chen2017,Glu12_clust,7.92570047434563e-09,3.95148888566065e-09,0.0224414416623397
WORRY_Nagel2018,chen2017,GABA14_clust,9.31516741642754e-09,4.64856782923329e-09,0.0225415122195337
WORRY_Nagel2018,chen2017,GABA4_clust,9.94003437745988e-09,5.19562550190278e-09,0.0278641373725308
WORRY_Nagel2018,chen2017,GABA6_clust,6.19368602084294e-09,3.51884224228706e-09,0.0391912885139689
WORRY_Nagel2018,chen2017,Glu2_clust,4.38284317832698e-09,2.890921165593e-09,0.0647506373672375
WORRY_Nagel2018,chen2017,Glu15_clust,5.53722590469994e-09,4.51773448761284e-09,0.110162513849165
WORRY_Nagel2018,chen2017,Glu14_clust,4.06976681102959e-09,3.62667897173824e-09,0.130894117534761
WORRY_Nagel2018,chen2017,GABA13_clust,3.17998391378702e-09,3.19839924383051e-09,0.160052452450988
WORRY_Nagel2018,chen2017,GABA10_clust,3.31621492324501e-09,3.39735271090694e-09,0.164503157354254
WORRY_Nagel2018,chen2017,GABA9_clust,2.99873427166046e-09,3.13736629994143e-09,0.169583458165149
WORRY_Nagel2018,chen2017,GABA2_clust,3.04542402637878e-09,3.45977719422432e-09,0.189365456669957
WORRY_Nagel2018,chen2017,Glu11_clust,2.66025373057353e-09,3.71603376789225e-09,0.23703110613543
WORRY_Nagel2018,chen2017,Glu8_clust,2.40256642656723e-09,3.60780279918395e-09,0.252725945776093
WORRY_Nagel2018,chen2017,GABA7_clust,2.45721353040226e-09,3.70376085666292e-09,0.253525224798516
WORRY_Nagel2018,chen2017,GABA17_clust,2.00805522774147e-09,3.06463618947669e-09,0.256158406525266
WORRY_Nagel2018,chen2017,GABA8_clust,2.52057907915023e-09,3.94259197611251e-09,0.261307293038143
WORRY_Nagel2018,chen2017,Glu13_clust,2.66470273165648e-09,4.24647842787734e-09,0.265162873287518
WORRY_Nagel2018,chen2017,GABA15_clust,1.94060651471787e-09,3.09707292992938e-09,0.265462785923556
WORRY_Nagel2018,chen2017,Hista_clust,1.61323615110967e-09,3.05366142345987e-09,0.298647063299078
WORRY_Nagel2018,chen2017,GABA12_clust,1.07018974765375e-09,3.32206126681612e-09,0.373670931737609
WORRY_Nagel2018,chen2017,POPC_clust,2.75691572049196e-10,2.86348849690167e-09,0.461649804794617
WORRY_Nagel2018,chen2017,GABA18_clust,2.81434293721871e-10,3.73932507816289e-09,0.470002573411486
WORRY_Nagel2018,chen2017,MO_clust,-3.13780784290431e-11,2.19263574049155e-09,0.505708934992087
WORRY_Nagel2018,chen2017,GABA16_clust,-2.67763442682765e-10,2.81601602016543e-09,0.537876704775163
WORRY_Nagel2018,chen2017,OPC_clust,-4.52652865930268e-10,2.07069945409171e-09,0.586518790842031
WORRY_Nagel2018,chen2017,GABA11_clust,-1.80464457369716e-09,2.81830441047885e-09,0.739020926145652
WORRY_Nagel2018,chen2017,IMO_clust,-3.06557141151689e-09,2.71315139254411e-09,0.870739393146551
WORRY_Nagel2018,chen2017,Astro_clust,-4.32502107997802e-09,2.39504467582816e-09,0.964526818852206
WORRY_Nagel2018,chen2017,Tany_clust,-6.12922277084843e-09,2.04457035781101e-09,0.998640340942476
WORRY_Nagel2018,chen2017,Ependy_clust,-6.47768380613166e-09,1.7194775380951e-09,0.999917468703816
WORRY_Nagel2018,chen2017,Micro_clust,-8.80621341288632e-09,2.13750505881044e-09,0.999981044551462
WORRY_Nagel2018,chen2017,Epith1_clust,-8.54120574475548e-09,2.01439019660204e-09,0.999988828738185
WORRY_Nagel2018,chen2017,Macro_clust,-9.17282217989501e-09,2.01657500592065e-09,0.999997301258132
WORRY_Nagel2018,chen2017,Epith2_clust,-9.51701347541247e-09,1.86441423929626e-09,0.999999834217056
IBD_Jostins2012,chen2017,Micro_clust,8.81737638207406e-08,3.34812885394925e-08,0.00422519803214199
IBD_Jostins2012,chen2017,Macro_clust,5.50057021460587e-08,2.59403371346836e-08,0.0169832218172393
IBD_Jostins2012,chen2017,Epith2_clust,3.54704133404409e-08,2.00470105456498e-08,0.038416763609845
IBD_Jostins2012,chen2017,Epith1_clust,3.09496462372818e-08,2.03765973280857e-08,0.0643961044071348
IBD_Jostins2012,chen2017,GABA5_clust,4.12470346783369e-08,2.89693382224614e-08,0.0772497344375084
IBD_Jostins2012,chen2017,Hista_clust,7.68047443843057e-08,5.39924097884982e-08,0.0774391211620615
IBD_Jostins2012,chen2017,Glu4_clust,4.61700833798072e-08,3.28564053059539e-08,0.0799797189084297
IBD_Jostins2012,chen2017,Glu13_clust,4.99363799082095e-08,3.96405817691651e-08,0.103883617951277
IBD_Jostins2012,chen2017,Glu12_clust,4.46594003780927e-08,3.56204383042474e-08,0.104965036153724
IBD_Jostins2012,chen2017,GABA16_clust,6.3174201013532e-08,5.29106085028396e-08,0.116242922871703
IBD_Jostins2012,chen2017,GABA18_clust,4.88486471300949e-08,4.17321019571039e-08,0.120894019700452
IBD_Jostins2012,chen2017,Tany_clust,2.5207261061807e-08,2.40741280795112e-08,0.147533994228994
IBD_Jostins2012,chen2017,GABA4_clust,4.94328323247919e-08,4.88598867363125e-08,0.155834468966966
IBD_Jostins2012,chen2017,GABA17_clust,2.80023773780596e-08,3.06362621180731e-08,0.180351272489423
IBD_Jostins2012,chen2017,GABA2_clust,2.61477469537647e-08,2.97959839072575e-08,0.19009142426258
IBD_Jostins2012,chen2017,GABA6_clust,3.26287942200736e-08,3.73521420568424e-08,0.191182918748602
IBD_Jostins2012,chen2017,Glu1_clust,7.51401009788984e-08,8.92208611695306e-08,0.199843364725072
IBD_Jostins2012,chen2017,Glu6_clust,2.20784934559161e-08,2.65944611125946e-08,0.203215282528968
IBD_Jostins2012,chen2017,GABA3_clust,1.91520770159435e-08,2.36171921430254e-08,0.208700657058685
IBD_Jostins2012,chen2017,OPC_clust,1.35459756426931e-08,1.89889802851714e-08,0.23781156346564
IBD_Jostins2012,chen2017,Glu7_clust,1.9463128339987e-08,2.91804345051339e-08,0.252388490738623
IBD_Jostins2012,chen2017,GABA7_clust,1.98236933375987e-08,3.03214564688114e-08,0.256625379228155
IBD_Jostins2012,chen2017,Glu3_clust,2.06805366314249e-08,3.274675161289e-08,0.263847213762199
IBD_Jostins2012,chen2017,Glu14_clust,1.7768110387937e-08,2.90749740725165e-08,0.270562207648625
IBD_Jostins2012,chen2017,Glu10_clust,3.05537886150773e-08,5.06793089435081e-08,0.27329264071446
IBD_Jostins2012,chen2017,Ependy_clust,1.01642878224475e-08,1.93539573975867e-08,0.299729455865148
IBD_Jostins2012,chen2017,GABA9_clust,1.24477135441243e-08,2.39055858468894e-08,0.301286794351907
IBD_Jostins2012,chen2017,Glu11_clust,1.25712608764022e-08,3.46991206989037e-08,0.358566411416823
IBD_Jostins2012,chen2017,Glu9_clust,1.29443100874632e-08,3.83354857793404e-08,0.367810202609883
IBD_Jostins2012,chen2017,GABA8_clust,8.17881396814645e-09,3.2113790740596e-08,0.399484245486668
IBD_Jostins2012,chen2017,IMO_clust,6.01468667801271e-09,2.36809308786642e-08,0.399752179410931
IBD_Jostins2012,chen2017,GABA1_clust,3.86506877261058e-09,3.259862028715e-08,0.452809835494598
IBD_Jostins2012,chen2017,GABA14_clust,1.98869117391446e-10,2.52144591520153e-08,0.496853532484105
IBD_Jostins2012,chen2017,Glu8_clust,1.25131032863432e-10,3.56032357514302e-08,0.498597881462904
IBD_Jostins2012,chen2017,Glu5_clust,-1.07250916308201e-09,1.92302678638675e-08,0.522238251833825
IBD_Jostins2012,chen2017,POPC_clust,-5.5624348287253e-09,2.79399424625758e-08,0.578902032034488
IBD_Jostins2012,chen2017,Glu2_clust,-9.537066240134e-09,3.12380504329275e-08,0.619932252298133
IBD_Jostins2012,chen2017,Glu15_clust,-1.58566714381053e-08,3.90213134774106e-08,0.657760669431426
IBD_Jostins2012,chen2017,GABA13_clust,-9.87173614845076e-09,2.30998627164798e-08,0.66543794487565
IBD_Jostins2012,chen2017,MO_clust,-1.04900473405302e-08,2.36379412367068e-08,0.671399202419177
IBD_Jostins2012,chen2017,GABA11_clust,-1.72974544872539e-08,2.75832408274342e-08,0.734703205909085
IBD_Jostins2012,chen2017,GABA15_clust,-1.54403121299076e-08,2.3587252448897e-08,0.743638657748024
IBD_Jostins2012,chen2017,Astro_clust,-1.57949605382032e-08,2.22435525957118e-08,0.761176342067914
IBD_Jostins2012,chen2017,GABA10_clust,-2.8474222038967e-08,2.99831925789049e-08,0.828860729170219
IBD_Jostins2012,chen2017,GABA12_clust,-2.84660909893252e-08,2.51188746816119e-08,0.871446413896823
T1D_Bradfield2011,chen2017,GABA17_clust,8.02959000482452e-08,3.18113997063604e-08,0.00579935944333834
T1D_Bradfield2011,chen2017,GABA9_clust,6.20194258623013e-08,3.0913894533571e-08,0.0224175075700887
T1D_Bradfield2011,chen2017,GABA6_clust,5.41185450344068e-08,2.73039140136123e-08,0.0237351373528627
T1D_Bradfield2011,chen2017,Glu13_clust,1.07178189883489e-07,5.6991727625268e-08,0.0300137170148655
T1D_Bradfield2011,chen2017,Glu12_clust,6.21296153918113e-08,3.41321423833254e-08,0.0343591705037501
T1D_Bradfield2011,chen2017,GABA7_clust,5.91567900119128e-08,3.30270144185761e-08,0.0366335131230634
T1D_Bradfield2011,chen2017,GABA4_clust,5.92998395508513e-08,3.3798866377513e-08,0.0396731225856438
T1D_Bradfield2011,chen2017,Glu6_clust,4.41967751977377e-08,2.56480968267523e-08,0.0424262708727608
T1D_Bradfield2011,chen2017,Glu2_clust,4.8257519504561e-08,2.87533881238103e-08,0.0466418710978016
T1D_Bradfield2011,chen2017,Glu1_clust,5.88520399520329e-08,3.60010753619667e-08,0.0510528244165581
T1D_Bradfield2011,chen2017,GABA10_clust,3.73238436256851e-08,2.4937187518711e-08,0.0672338148898721
T1D_Bradfield2011,chen2017,Macro_clust,3.45612440272211e-08,2.61061529836641e-08,0.0927725308799924
T1D_Bradfield2011,chen2017,Glu5_clust,3.00252042108269e-08,2.38178438001429e-08,0.103723243066955
T1D_Bradfield2011,chen2017,GABA18_clust,4.53195674640373e-08,3.91529305184609e-08,0.123533806899386
T1D_Bradfield2011,chen2017,GABA13_clust,3.55061264818841e-08,3.17902285470449e-08,0.132021096608932
T1D_Bradfield2011,chen2017,Micro_clust,3.44784249874561e-08,3.12765575185593e-08,0.135149824820978
T1D_Bradfield2011,chen2017,GABA5_clust,2.69061502125731e-08,2.44726281447159e-08,0.13578841707378
T1D_Bradfield2011,chen2017,Glu15_clust,3.27226059234472e-08,3.0162324807657e-08,0.138986647340348
T1D_Bradfield2011,chen2017,GABA14_clust,2.92405218899274e-08,2.74913681072797e-08,0.143749178590093
T1D_Bradfield2011,chen2017,Epith1_clust,1.94655983809181e-08,2.03867575411656e-08,0.169835425804082
T1D_Bradfield2011,chen2017,GABA16_clust,2.54268449107265e-08,3.05191734443373e-08,0.202381957544373
T1D_Bradfield2011,chen2017,GABA11_clust,2.61610261289404e-08,3.16630605630112e-08,0.204336318707393
T1D_Bradfield2011,chen2017,Glu8_clust,1.96882363488199e-08,2.4485779153895e-08,0.210678794607925
T1D_Bradfield2011,chen2017,Astro_clust,2.10764522495809e-08,2.66739514997911e-08,0.214719763595658
T1D_Bradfield2011,chen2017,GABA1_clust,2.51408510258287e-08,3.42342376242359e-08,0.231359373006399
T1D_Bradfield2011,chen2017,Epith2_clust,1.44084928717646e-08,2.02836876848222e-08,0.238743937570551
T1D_Bradfield2011,chen2017,GABA12_clust,1.86814505149088e-08,2.82578973560395e-08,0.254272338777031
T1D_Bradfield2011,chen2017,GABA15_clust,1.53506649141815e-08,2.51134907664692e-08,0.270516467659803
