gene_symbol	ensembl_id
SOD2	ENSG00000112096
NAPA	ENSG00000105402
SYP	ENSG00000268353
ABCB1	ENSG00000085563
LGI1	ENSG00000108231
PAFAH1B1	ENSG00000007168
ADAM22	ENSG00000008277
GABRA1	ENSG00000022355
HRAS	ENSG00000174775
RPS14	ENSG00000164587
RPS27	ENSG00000177954
IDH3G	ENSG00000267989
RPL18	ENSG00000063177
GRM7	ENSG00000196277
SRR	ENSG00000167720
RPL23A	ENSG00000198242
SPECC1	ENSG00000128487
PRKCA	ENSG00000154229
NPTN	ENSG00000156642
PPFIA4	ENSG00000143847
6-Sep	ENSG00000125354
CACNA1A	ENSG00000141837
OLFM2	ENSG00000105088
TTYH1	ENSG00000262236
EXOC4	ENSG00000131558
PIK3CA	ENSG00000121879
MAP1A	ENSG00000166963
NDUFS2	ENSG00000158864
KCNA2	ENSG00000177301
PHACTR1	ENSG00000112137
EPB41L1	ENSG00000088367
TBK1	ENSG00000183735
FAM81A	ENSG00000157470
RPS27A	ENSG00000143947
TNC	ENSG00000041982
PLEKHA6	ENSG00000143850
RPS3	ENSG00000149273
HSPA5	ENSG00000044574
BCAN	ENSG00000132692
HCN2	ENSG00000099822
CCT7	ENSG00000135624
C12orf57	ENSG00000268123
BASP1	ENSG00000176788
RPL8	ENSG00000161016
MAG	ENSG00000105695
PSMD10	ENSG00000101843
RGS17	ENSG00000091844
PALM	ENSG00000099864
RPS9	ENSG00000263332
HIST1H2AE	ENSG00000168274
HIP1R	ENSG00000130787
CORO1A	ENSG00000102879
MAGEF1	ENSG00000177383
Arf2	ENSG00000168374
CACNB3	ENSG00000167535
FBXO31	ENSG00000103264
SHANK2	ENSG00000162105
STUB1	ENSG00000103266
PTPRF	ENSG00000142949
RPS17	ENSG00000184779
RPS13	ENSG00000110700
FLOT1	ENSG00000224740
CKAP5	ENSG00000175216
AP1B1	ENSG00000100280
HSD17B12	ENSG00000149084
ADAM11	ENSG00000073670
C6orf103	ENSG00000118492
DBT	ENSG00000137992
BAI3	ENSG00000135298
CNTNAP1	ENSG00000108797
BSN	ENSG00000164061
FES	ENSG00000182511
SFXN5	ENSG00000144040
RPS15	ENSG00000115268
RPL6	ENSG00000089009
CKMT1B	ENSG00000237289
PDHB	ENSG00000168291
GABBR1	ENSG00000204681
3-Sep	ENSG00000100167
RYR2	ENSG00000198626
PSMC3	ENSG00000165916
CTNNA1	ENSG00000044115
CACNA1C	ENSG00000151067
IGSF8	ENSG00000162729
PDE11A	ENSG00000128655
DOCK3	ENSG00000088538
GRIA2	ENSG00000120251
DDX1	ENSG00000079785
DLGAP1	ENSG00000170579
SRC	ENSG00000197122
VAV2	ENSG00000160293
ARHGEF9	ENSG00000268229
PSMD1	ENSG00000173692
DPYSL4	ENSG00000151640
DLD	ENSG00000091140
PPAP2B	ENSG00000162407
ATF7IP	ENSG00000171681
PPIB	ENSG00000166794
GRIA3	ENSG00000125675
CSNK2A1	ENSG00000101266
IDH3A	ENSG00000166411
FBXO41	ENSG00000163013
TPI1	ENSG00000268548
PDE4D	ENSG00000113448
CCT8	ENSG00000156261
SYNPO	ENSG00000171992
KIAA1468	ENSG00000134444
LDHA	ENSG00000134333
SNAP91	ENSG00000065609
EIF4E	ENSG00000151247
GNG12	ENSG00000172380
CLDN11	ENSG00000013297
NSF	ENSG00000073969
NOS1	ENSG00000089250
RPL10A	ENSG00000198755
TCP1	ENSG00000120438
CORO1C	ENSG00000110880
G3BP2	ENSG00000138757
CDC42BPB	ENSG00000198752
11-Sep	ENSG00000138758
LPHN1	ENSG00000072071
CKAP4	ENSG00000136026
ATRX	ENSG00000268946
NFKBIE	ENSG00000146232
FMNL1	ENSG00000184922
RABEP1	ENSG00000029725
ACLY	ENSG00000131473
8-Sep	ENSG00000164402
CORO2B	ENSG00000103647
RP2	ENSG00000271091
MRAS	ENSG00000158186
SOX7	ENSG00000171056
OLA1	ENSG00000138430
ABI1	ENSG00000136754
CSNK2B	ENSG00000204435
VDAC3	ENSG00000078668
CNKSR2	ENSG00000149970
CCT4	ENSG00000115484
MYO1B	ENSG00000128641
2-Sep	ENSG00000168385
ENO2	ENSG00000269528
NAPB	ENSG00000125814
TMEM132B	ENSG00000139364
RPL38	ENSG00000172809
TRIM32	ENSG00000119401
PICALM	ENSG00000073921
WDR89	ENSG00000140006
UBR4	ENSG00000127481
KIAA0408	ENSG00000189367
AKT1	ENSG00000142208
ACTN4	ENSG00000130402
SH3BGRL2	ENSG00000198478
HSPA12A	ENSG00000165868
PPP1R9A	ENSG00000158528
CBLN1	ENSG00000102924
MYH11	ENSG00000133392
ARC	ENSG00000198576
4-Sep	ENSG00000108387
BAZ1B	ENSG00000262694
BIRC6	ENSG00000115760
DCTN1	ENSG00000204843
PABPC1	ENSG00000070756
IQSEC3	ENSG00000120645
GPX4	ENSG00000167468
DPYSL2	ENSG00000092964
OGDHL	ENSG00000197444
CNRIP1	ENSG00000119865
MTCH2	ENSG00000109919
CAPZA1	ENSG00000116489
RAB8A	ENSG00000167461
ERC2	ENSG00000187672
SRI	ENSG00000075142
Mylc2b	ENSG00000118680
NEO1	ENSG00000067141
PGAM2	ENSG00000164708
ENO1	ENSG00000074800
SLC4A4	ENSG00000080493
KCNMA1	ENSG00000156113
DNAJB2	ENSG00000135924
AP3M2	ENSG00000070718
SYT2	ENSG00000143858
MMS19	ENSG00000155229
MYO18A	ENSG00000196535
MYH9	ENSG00000100345
USMG5	ENSG00000173915
RGS6	ENSG00000182732
MAP2	ENSG00000078018
OPA1	ENSG00000198836
EXOC8	ENSG00000116903
RTN4	ENSG00000115310
TNIK	ENSG00000154310
SYNJ1	ENSG00000159082
CD59	ENSG00000085063
DOCK7	ENSG00000116641
PTPRS	ENSG00000105426
ATP5A1	ENSG00000152234
PADI2	ENSG00000117115
MTMR14	ENSG00000163719
SEC23A	ENSG00000100934
CSRP1	ENSG00000159176
SNAP25	ENSG00000132639
PKN1	ENSG00000123143
TRIO	ENSG00000038382
AKAP5	ENSG00000179841
MTCH1	ENSG00000137409
DLAT	ENSG00000150768
EPB49	ENSG00000158856
GRB2	ENSG00000177885
EPHB1	ENSG00000154928
BLNK	ENSG00000095585
NFASC	ENSG00000163531
EXOC3	ENSG00000180104
LRRTM4	ENSG00000176204
ITPR1	ENSG00000150995
IMPA1	ENSG00000133731
DNM1	ENSG00000106976
ATP1A1	ENSG00000163399
GNB1	ENSG00000078369
BAIAP2	ENSG00000175866
SPTBN1	ENSG00000115306
FAM40B	ENSG00000128578
TMOD2	ENSG00000128872
RPS12	ENSG00000112306
SLC8A2	ENSG00000118160
MPP2	ENSG00000108852
EPN2	ENSG00000072134
CTNNB1	ENSG00000168036
RPS6	ENSG00000137154
RIMS1	ENSG00000079841
RAB5A	ENSG00000144566
VIM	ENSG00000026025
COMTD1	ENSG00000165644
POP4	ENSG00000105171
ORC2	ENSG00000115942
STX1A	ENSG00000263024
PRKACB	ENSG00000142875
EEF1A1	ENSG00000156508
CCNY	ENSG00000108100
HSPA9	ENSG00000113013
USP5	ENSG00000268462
PDHA1	ENSG00000131828
LETM1	ENSG00000168924
NDUFV2	ENSG00000178127
C1orf96	ENSG00000154429
ORC1	ENSG00000085840
RPS19	ENSG00000105372
RAB10	ENSG00000084733
RAPGEF2	ENSG00000109756
EZR	ENSG00000092820
VCAN	ENSG00000038427
AKAP9	ENSG00000127914
MT-CO2	ENSG00000198712
NPEPPS	ENSG00000141279
SLC25A3	ENSG00000075415
PICK1	ENSG00000100151
MAP4	ENSG00000047849
ATP6V1H	ENSG00000047249
RPN2	ENSG00000118705
PSMD14	ENSG00000115233
PPP1CA	ENSG00000172531
GOSR1	ENSG00000108587
SLC25A1	ENSG00000268928
PLP1	ENSG00000123560
KALRN	ENSG00000160145
RPS18	ENSG00000096150
DLGAP4	ENSG00000269562
SHANK1	ENSG00000161681
CHCHD3	ENSG00000106554
CDH10	ENSG00000040731
RPL19	ENSG00000108298
PSMD2	ENSG00000175166
GAD1	ENSG00000128683
CMPK1	ENSG00000162368
5-Sep	ENSG00000184702
CAMK2B	ENSG00000058404
GRIP2	ENSG00000144596
GRIN2A	ENSG00000183454
KRT24	ENSG00000167916
CSNK1A1	ENSG00000113712
NDUFA8	ENSG00000119421
VAMP2	ENSG00000220205
UBA52	ENSG00000221983
CDKL2	ENSG00000138769
SCAI	ENSG00000173611
PRKAR2B	ENSG00000005249
EPS15L1	ENSG00000127527
HSPD1	ENSG00000144381
PTPN11	ENSG00000179295
PFN2	ENSG00000070087
GDI1	ENSG00000268690
FSCN1	ENSG00000075618
ATP2B2	ENSG00000157087
CCNG2	ENSG00000138764
EEF1G	ENSG00000254772
SHARPIN	ENSG00000179526
WIF1	ENSG00000156076
GPM6A	ENSG00000150625
PIP4K2A	ENSG00000150867
TMEM33	ENSG00000109133
PCBP1	ENSG00000169564
CNNM1	ENSG00000119946
AP2S1	ENSG00000042753
PACSIN1	ENSG00000124507
CLU	ENSG00000120885
BRP44L	ENSG00000060762
LDHB	ENSG00000111716
RIMS2	ENSG00000176406
INA	ENSG00000148798
STRN4	ENSG00000090372
ABLIM2	ENSG00000163995
VAPA	ENSG00000101558
LSAMP	ENSG00000185565
GLS2	ENSG00000135423
TRIM3	ENSG00000110171
PDE2A	ENSG00000186642
GRIN1	ENSG00000176884
MAPK1	ENSG00000100030
TUBB6	ENSG00000176014
PDIA6	ENSG00000143870
HNRNPH1	ENSG00000169045
DIRAS1	ENSG00000176490
LMNA	ENSG00000160789
RRM1	ENSG00000167325
PIP4K2B	ENSG00000141720
PPP2CA	ENSG00000113575
UNC13A	ENSG00000130477
RPL4	ENSG00000174444
EFR3B	ENSG00000084710
DUSP3	ENSG00000108861
ICA1	ENSG00000003147
FYN	ENSG00000010810
MOSC2	ENSG00000117791
IMMT	ENSG00000132305
RPL22	ENSG00000116251
CIT	ENSG00000122966
DGKZ	ENSG00000149091
PURB	ENSG00000146676
WDR6	ENSG00000178252
SYT5	ENSG00000129990
APP	ENSG00000142192
CAMK2G	ENSG00000148660
SPATA2L	ENSG00000158792
AIFM1	ENSG00000156709
ATP1A4	ENSG00000132681
HOMER3	ENSG00000051128
ADD3	ENSG00000148700
CS	ENSG00000062485
RHOT1	ENSG00000126858
RAB11FIP5	ENSG00000135631
SH3KBP1	ENSG00000147010
ACTL6B	ENSG00000077080
KRT5	ENSG00000186081
NTRK2	ENSG00000148053
DPP6	ENSG00000130226
GLUL	ENSG00000135821
PPP1R9B	ENSG00000108819
PPP3CA	ENSG00000138814
VAPB	ENSG00000124164
DLG2	ENSG00000150672
PLXNA2	ENSG00000076356
SOS1	ENSG00000115904
DNAJC11	ENSG00000007923
ATP6V1C1	ENSG00000155097
TMED3	ENSG00000166557
GJB6	ENSG00000121742
AVPI1	ENSG00000119986
CRTAC1	ENSG00000095713
CACNA2D1	ENSG00000153956
UQCRC1	ENSG00000010256
CAMKV	ENSG00000164076
SLC25A5	ENSG00000005022
PFKM	ENSG00000152556
HOMER1	ENSG00000152413
CDK5R1	ENSG00000176749
EXOC7	ENSG00000182473
CALM1	ENSG00000198668
GRM1	ENSG00000152822
ATP2B4	ENSG00000058668
C22orf28	ENSG00000100220
RPL12	ENSG00000197958
RAC1	ENSG00000136238
MPP3	ENSG00000161647
DHRS4	ENSG00000157326
DIP2B	ENSG00000066084
CTNNA2	ENSG00000066032
KIF5C	ENSG00000262907
ATP5B	ENSG00000110955
VPS35	ENSG00000069329
GPD2	ENSG00000115159
HIST1H4A	ENSG00000196176
CHCHD6	ENSG00000159685
DLG3	ENSG00000082458
NGEF	ENSG00000066248
DES	ENSG00000175084
RPL17	ENSG00000265681
ACAT1	ENSG00000075239
PPFIA3	ENSG00000177380
SHC1	ENSG00000160691
WDR7	ENSG00000091157
RPS6KB1	ENSG00000108443
ADD1	ENSG00000087274
ARMC10	ENSG00000170632
SORBS2	ENSG00000154556
DBN1	ENSG00000113758
C1QBP	ENSG00000108561
PYGB	ENSG00000100994
ASTN2	ENSG00000148219
ARFGAP2	ENSG00000149182
CLASP2	ENSG00000163539
RPS2	ENSG00000140988
VPS33A	ENSG00000139719
SYNGR3	ENSG00000127561
DUSP10	ENSG00000143507
YWHAQ	ENSG00000134308
PRDX2	ENSG00000167815
IL1RAPL1	ENSG00000169306
TRIM9	ENSG00000100505
SYT1	ENSG00000067715
GNB2	ENSG00000172354
LRRTM1	ENSG00000162951
HSPB1	ENSG00000106211
SYCP1	ENSG00000198765
HNRNPH2	ENSG00000268642
LCK	ENSG00000182866
DNM2	ENSG00000079805
GRIK2	ENSG00000164418
PSD	ENSG00000059915
STC1	ENSG00000159167
TAGLN3	ENSG00000144834
PGRMC1	ENSG00000101856
CLTC	ENSG00000141367
WDR1	ENSG00000071127
RGS8	ENSG00000135824
IGSF21	ENSG00000117154
NRN1	ENSG00000124785
MTX2	ENSG00000128654
SSR1	ENSG00000124783
MYO7B	ENSG00000169994
CLTA	ENSG00000122705
NLGN2	ENSG00000169992
GPR158	ENSG00000151025
RPSA	ENSG00000168028
TSC1	ENSG00000165699
TPM2	ENSG00000198467
ATP2B1	ENSG00000070961
GNAZ	ENSG00000128266
SMARCA1	ENSG00000102038
ALDH1L1	ENSG00000144908
CRYAB	ENSG00000109846
CRIPT	ENSG00000119878
PIP5K1C	ENSG00000186111
PPP2R1A	ENSG00000105568
CCDC109A	ENSG00000156026
ALDOC	ENSG00000109107
PDE10A	ENSG00000112541
ACSBG1	ENSG00000103740
ARID3B	ENSG00000179361
BCAS1	ENSG00000064787
NDUFS3	ENSG00000213619
GRIN2B	ENSG00000150086
SGIP1	ENSG00000118473
GDAP1	ENSG00000104381
GRM3	ENSG00000198822
TEX9	ENSG00000151575
ADAP1	ENSG00000105963
YWHAB	ENSG00000166913
PPM1E	ENSG00000175175
TJP1	ENSG00000104067
ALDH1A1	ENSG00000165092
IQSEC2	ENSG00000268372
ZWINT	ENSG00000122952
DNAJC6	ENSG00000116675
SV2A	ENSG00000265307
CNTFR	ENSG00000122756
RPL9	ENSG00000163682
BCR	ENSG00000186716
SEC22B	ENSG00000223380
DPYSL5	ENSG00000157851
FLOT2	ENSG00000132589
RPL7	ENSG00000147604
DGKB	ENSG00000136267
CLIP2	ENSG00000263226
PDLIM7	ENSG00000196923
RPS3A	ENSG00000145425
TUBB2C	ENSG00000188229
LASP1	ENSG00000002834
PKLR	ENSG00000143627
LIME1	ENSG00000203896
XRCC1	ENSG00000073050
TUBA1A	ENSG00000167552
VPS26A	ENSG00000122958
GIPC1	ENSG00000123159
PLCB1	ENSG00000182621
NCAN	ENSG00000130287
GPR85	ENSG00000164604
VGF	ENSG00000128564
DPM1	ENSG00000000419
GAP43	ENSG00000172020
HSD17B4	ENSG00000133835
TPM1	ENSG00000140416
AMPH	ENSG00000078053
CYLD	ENSG00000083799
SBF1	ENSG00000100241
GRIA1	ENSG00000155511
GSK3B	ENSG00000082701
OGT	ENSG00000147162
LRRC59	ENSG00000108829
MLF2	ENSG00000089693
SYNGR1	ENSG00000100321
CASK	ENSG00000147044
MECR	ENSG00000116353
PLXNA1	ENSG00000114554
NUMBL	ENSG00000105245
ATP6V1B2	ENSG00000147416
YWHAE	ENSG00000108953
SLC25A11	ENSG00000108528
TPT1	ENSG00000133112
MBP	ENSG00000197971
ODZ4	ENSG00000149256
RAPGEF4	ENSG00000091428
ASTN1	ENSG00000152092
CACNA2D2	ENSG00000007402
VDAC2	ENSG00000165637
CLIP1	ENSG00000130779
DCTN4	ENSG00000132912
PRKCB	ENSG00000166501
GNB5	ENSG00000069966
CORO1B	ENSG00000172725
TFAM	ENSG00000108064
TPM3	ENSG00000143549
ZNF451	ENSG00000112200
PI4KA	ENSG00000241973
Mp68	ENSG00000156411
STK39	ENSG00000198648
DLG4	ENSG00000132535
MINK1	ENSG00000141503
AGAP3	ENSG00000133612
CPNE6	ENSG00000100884
ATP2B3	ENSG00000263148
EHD3	ENSG00000013016
FIBP	ENSG00000172500
UNC13C	ENSG00000137766
GPHN	ENSG00000171723
EPB41L3	ENSG00000082397
MIF	ENSG00000240972
ARHGEF7	ENSG00000102606
ARVCF	ENSG00000099889
SYN3	ENSG00000185666
ACTR2	ENSG00000138071
DSG1	ENSG00000134760
DCHS1	ENSG00000166341
DIRAS2	ENSG00000165023
DYNC1H1	ENSG00000197102
BSG	ENSG00000172270
SCN4A	ENSG00000007314
SLC25A12	ENSG00000115840
CDH2	ENSG00000170558
MYO1D	ENSG00000176658
CYFIP1	ENSG00000068793
FMNL3	ENSG00000161791
IDH3B	ENSG00000101365
GOT2	ENSG00000125166
IQSEC1	ENSG00000144711
PCLO	ENSG00000186472
F2RL3	ENSG00000127533
DNAJA3	ENSG00000103423
CANX	ENSG00000127022
EXT2	ENSG00000151348
SUCLA2	ENSG00000136143
C21orf33	ENSG00000160221
RPL30	ENSG00000156482
PLEC	ENSG00000261109
ANXA3	ENSG00000138772
KLC2	ENSG00000174996
TNR	ENSG00000116147
CFL1	ENSG00000172757
CYFIP2	ENSG00000055163
MYL4	ENSG00000198336
ENO3	ENSG00000108515
COPA	ENSG00000122218
WDR47	ENSG00000085433
OLFM1	ENSG00000130558
REV3L	ENSG00000009413
CACNA1E	ENSG00000198216
ACTR1A	ENSG00000138107
BAI1	ENSG00000181790
UBB	ENSG00000170315
